Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ft_numl;rc_clacul;ft_numt;ft_k716;ft_k717;ft_k718;ft_k719;ft_k720ha;ft_k721ha;ft_k722;ft_k723;ft_k724;ft_k725;ft_k726;ft_venmernac;ft_venmerint;ft_prepara_suelo;ft_poda;ft_tutoreo;ft_despunte;ft_riego;ft_superf_regada_ha;ft_porc_surc;ft_porc_aspe;ft_porc_micr;ft_porc_gote;ft_porc_nebu;ft_porc_otro;ft_aferti;ft_forg;ft_cant1_fo;ft_umed1_fo;ft_cant2_fo;ft_umed2_fo;ft_cant3_fo;ft_umed3_fo;ft_fqui;ft_cantidad_npk_fq;ft_umed_npk_fq;ft_cantidad_nit_fq;ft_umed_nit_fq;ft_cantidad_fq;ft_umed_fq;ft_cantidad_pot_fq;ft_umed_pot_fq;ft_apliplagui;ft_porg;ft_cantidad_po;ft_umed_po;ft_pqui;ft_cantidad_her_pq;ft_umed_her_pq;ft_color_her_pq;ft_cantidad_ins_pq;ft_umed_ins_pq;ft_color_ins_pq;ft_cantidad_fun_pq;ft_umed_fun_pq;ft_color_fun_pq;ft_cantidad_pq;ft_umed_pq;ft_color_pq;ft_trabocacont;ft_trabfami;ft_clacu;ft_full_tabaco;ft_tabaco;ft_bonche;ft_bouquet;ft_tn;fact_exp_fin
10035063000994234;IMBABURA;63;00099;4234;8;CRASPEDIAS;3;CAMPO ABIERTO;7;25;12;,33;,33;54000;260000;FULL TABACO;780;300; ;100;1;2;1;2;SI;,33; ; ; ;100; ; ;SI;SI;9,5;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS;780; ; ; ;TOTAL NACIONAL;1
10035063000994234;IMBABURA;63;00099;4234;9;DELPHINIUM  (LACKPUR);4;CAMPO ABIERTO;1;25;12;,67;,67;43900;219000;FULL TABACO;657;300; ;100;1;2;1;2;SI;,67; ; ; ;100; ; ;SI;SI;19,3;TONELADA; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;DELPHINIUM  (LACKPUR);657; ; ; ;TOTAL NACIONAL;1
17045301116360001;PICHINCHA;01;11636;0001;1;GERBERAS;5;CAMPO ABIERTO;12;24;12;,5;,5;30000;300000;TABACO;2100;140;5;95;1;1;1;1;SI;,5; ; ; ;100; ; ;SI;SI; ; ;100;KILOGRAMO;100;LITRO;SI;250;KILOGRAMO;400;KILOGRAMO;250;KILOGRAMO;150;KILOGRAMO;SI;SI;900;LITRO;SI;5;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ;2100; ; ;TOTAL NACIONAL;6,01487785872321
17045301116360001;PICHINCHA;01;11636;0001;2;GERBERAS;6;CAMPO ABIERTO;12;24;12;,5;,5;30000;300000;TABACO;2100;140;5;95;1;1;1;1;SI;,5; ; ; ;100; ; ;SI;SI; ; ;100;KILOGRAMO;100;LITRO;SI;250;KILOGRAMO;400;KILOGRAMO;250;KILOGRAMO;150;KILOGRAMO;SI;SI;900;LITRO;SI;5;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ;2100; ; ;TOTAL NACIONAL;18,2789794667692
17045301116360001;PICHINCHA;01;11636;0001;3;GERBERAS;7;CAMPO ABIERTO;12;24;12;,5;,5;30000;300000;TABACO;2100;140;5;95;1;1;1;1;SI;,5; ; ; ;100; ; ;SI;SI; ; ;100;KILOGRAMO;100;LITRO;SI;250;KILOGRAMO;400;KILOGRAMO;250;KILOGRAMO;150;KILOGRAMO;SI;SI;900;LITRO;SI;5;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ;2100; ; ;TOTAL NACIONAL;75,5114536376506
17045301116360001;PICHINCHA;01;11636;0001;4;GERBERAS;8;CAMPO ABIERTO;12;24;12;,25;,25;15000;150000;TABACO;1050;140;5;95;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;50;LITRO;SI;125;KILOGRAMO;200;KILOGRAMO;125;KILOGRAMO;75;KILOGRAMO;SI;SI;450;LITRO;SI;2,5;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ;1050; ; ;TOTAL NACIONAL;38,7712256780903
17045301116360001;PICHINCHA;01;11636;0001;5;GERBERAS;9;CAMPO ABIERTO;12;24;12;,25;,25;15000;150000;TABACO;1050;140;5;95;1;1;1;1;SI;,25; ; ; ;100; ; ;SI;SI; ; ;50;KILOGRAMO;50;LITRO;SI;125;KILOGRAMO;200;KILOGRAMO;125;KILOGRAMO;75;KILOGRAMO;SI;SI;450;LITRO;SI;2,5;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ;1050; ; ;TOTAL NACIONAL;72,6732645181665
17016301133120001;PICHINCHA;01;13312;0001;1;GIRASOLES;1;BAJO INVERNADERO;12;24;3;,1;,1;800;800;BONCHE;160;5; ;100;1;1;1;2;SI;,1; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;100;KILOGRAMO; ; ;100;KILOGRAMO;SI;NO; ; ;SI;1;LITRO;AZUL;3;LITRO;AZUL;2000;KILOGRAMO;AZUL;1000;KILOGRAMO;AZUL;30; ;GIRASOL; ; ;160; ;TOTAL NACIONAL;201,211405673243
17016301133120001;PICHINCHA;01;13312;0001;2;GIRASOLES;1;CAMPO ABIERTO;7;25;11;,1;,1;800;800;BONCHE;160;5; ;100;1;1;1;2;SI;,1; ; ; ;100; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;100;KILOGRAMO; ; ;100;KILOGRAMO;SI;NO; ; ;SI;1;LITRO;AZUL;3;LITRO;AZUL;2000;KILOGRAMO;AZUL;1000;KILOGRAMO;AZUL;30; ;GIRASOL; ; ;160; ;TOTAL NACIONAL;201,211405673243
17016301149330001;PICHINCHA;01;14933;0001;1;ASTER;1;CAMPO ABIERTO;1;25;4;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;2;ASTER;1;CAMPO ABIERTO;5;25;8;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;3;ASTER;1;CAMPO ABIERTO;9;25;12;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;4;ASTER;2;CAMPO ABIERTO;1;25;4;,23;,23;72166;72166;BOUQUET;22852;3; ;100;1;1;1;1;SI;,23; ; ; ;100; ; ;SI;SI; ; ;504,68;KILOGRAMO; ; ;SI;1796,61;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6,65;LITRO;VERDE;6,65;KILOGRAMO;VERDE;2,69;LITRO;VERDE; ; ;ASTER; ; ; ;22852;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;5;ASTER;2;CAMPO ABIERTO;5;25;8;,23;,23;72166;72166;BOUQUET;22852;3; ;100;1;1;1;1;SI;,23; ; ; ;100; ; ;SI;SI; ; ;504,68;KILOGRAMO; ; ;SI;1796,61;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6,65;LITRO;VERDE;6,65;KILOGRAMO;VERDE;2,69;LITRO;VERDE; ; ;ASTER; ; ; ;22852;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;6;ASTER;2;CAMPO ABIERTO;9;25;12;,23;,23;72166;72166;BOUQUET;22852;3; ;100;1;1;1;1;SI;,23; ; ; ;100; ; ;SI;SI; ; ;504,68;KILOGRAMO; ; ;SI;1796,61;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6,65;LITRO;VERDE;6,65;KILOGRAMO;VERDE;2,69;LITRO;VERDE; ; ;ASTER; ; ; ;22852;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;7;ASTER;3;CAMPO ABIERTO;1;25;4;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;8;ASTER;3;CAMPO ABIERTO;5;25;8;7,75;7,75;2431705;2731705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;9;ASTER;3;CAMPO ABIERTO;9;25;12;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;10;OTRAS FLORES TRANSITORIAS;5;CAMPO ABIERTO;1;25;3;,77;,77;303709;303709;BOUQUET;288523;1; ;100;1;1;1;1;SI;,77; ; ; ;100; ; ;SI;SI; ; ;1689,58;KILOGRAMO; ; ;SI;6014,75;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;22,28;LITRO;VERDE;22,26;KILOGRAMO;VERDE;9,01;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;288523;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;11;OTRAS FLORES TRANSITORIAS;5;CAMPO ABIERTO;5;25;7;,77;,77;303709;303709;BOUQUET;288523;1; ;100;1;1;1;1;SI;,77; ; ; ;100; ; ;SI;SI; ; ;1689,58;KILOGRAMO; ; ;SI;6014,75;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;22,28;LITRO;VERDE;22,26;KILOGRAMO;VERDE;9,01;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;288523;TOTAL NACIONAL;0
17016301149330001;PICHINCHA;01;14933;0001;12;OTRAS FLORES TRANSITORIAS;5;CAMPO ABIERTO;9;25;11;,77;,77;303709;303709;BOUQUET;288523;1; ;100;1;1;1;1;SI;,77; ; ; ;100; ; ;SI;SI; ; ;1689,58;KILOGRAMO; ; ;SI;6014,75;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;22,28;LITRO;VERDE;22,26;KILOGRAMO;VERDE;9,01;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;288523;TOTAL NACIONAL;0
17017901176020001;PICHINCHA;01;17602;0001;1;HIDRRANGIA HORTENCIA;1;BAJO INVERNADERO;1;25;12;1,8;1,8;30275;78000;BOUQUET;6500;12; ;100;1;1;2;2;SI;1,8; ; ; ;100; ; ;SI;SI;2863;KILOGRAMO; ; ; ; ;SI;2880;KILOGRAMO; ; ; ; ; ; ;SI;SI;504;LITRO;SI;14,4;LITRO;VERDE;86,1;LITRO;VERDE;108;LITRO;NO SABE;36;LITRO;VERDE; ; ;OTRAS FLORES TRANSITORIAS; ; ; ;6500;TOTAL NACIONAL;11,2290739245644
17018501182540009;PICHINCHA;01;18254;0009;1;GIRASOLES;1;CAMPO ABIERTO;10;25;0;,2; ;20000; ; ; ; ; ; ;1;2;2;2;SI;,2; ;100; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;90;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;8;LIBRA;AMARILLO; ; ; ; ; ; ; ; ;GIRASOL; ; ; ; ;TOTAL NACIONAL;24,2157420286259
17018501182540012;PICHINCHA;01;18254;0012;1;GIRASOLES;1;CAMPO ABIERTO;9;25;12;,13;,13;15000;13500;BONCHE;2565;5;100; ;1;1;2;2;SI;,13; ;100; ; ; ; ;SI;SI;25;QUINTAL; ; ; ; ;SI;90;KILOGRAMO;90;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;4;LITRO;AZUL;4;LITRO;NO SABE; ; ; ; ;3;GIRASOL; ; ;2565; ;TOTAL NACIONAL;62,4421635849803
17018501182540012;PICHINCHA;01;18254;0012;2;GIRASOLES;1;CAMPO ABIERTO;2;25;5;,13;,13;15000;14000;BONCHE;2660;5;100; ;1;1;2;2;SI;,13; ;100; ; ; ; ;SI;SI;25;QUINTAL; ; ; ; ;SI;135;KILOGRAMO;90;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;4;LITRO;AZUL;4;LITRO;NO SABE; ; ; ; ;3;GIRASOL; ; ;2660; ;TOTAL NACIONAL;62,4421635849803
17045263000993506;PICHINCHA;63;00099;3506;1;ASTER;1;CAMPO ABIERTO;12;24;12;,06;,06;6500;1091000;BONCHE;43640;25; ;100;1;2;1;2;SI;,06; ; ; ;100; ; ;SI;SI; ; ;2,8;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ASTER; ; ;43640; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;2;CRASPEDIAS;2;CAMPO ABIERTO;12;24;12;4,67;4,67;358000;9500000;BONCHE;380000;25; ;100;1;2;1;2;SI;4,67; ; ; ;100; ; ;SI;SI; ; ;215,8;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;380000; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;3;DELPHINIUM  (LACKPUR);3;CAMPO ABIERTO;12;24;12;4,31;4,31;68000;2879000;BONCHE;115160;25; ;100;1;2;1;2;SI;4,31; ; ; ;100; ; ;SI;SI; ; ;199,1;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;DELPHINIUM  (LACKPUR); ; ;115160; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;4;RANUNCULOS;6;BAJO INVERNADERO;9;25;11;4,09;4,09;425000;2663000;BONCHE;106520;25; ;100;1;2;1;2;SI;4,09; ; ; ;100; ; ;SI;SI; ; ;189;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;106520; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;5;SCABIOSAS;7;CAMPO ABIERTO;8;25;12;1,03;1,03;110000;315000;BOUQUET;31500;10; ;100;1;2;1;2;SI;1,03; ; ; ;100; ; ;SI;SI; ; ;47,6;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;SCABIOSA; ; ; ;31500;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;6;SOLIDAGO;8;CAMPO ABIERTO;5;25;10;5,32;5,32;595000;7589000;BONCHE;303560;25; ;100;1;2;1;2;SI;5,32; ; ; ;100; ; ;SI;SI; ; ;245,8;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;303560; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;7;ERYNGIUM;11;CAMPO ABIERTO;12;24;12;3,27;3,27;154000;4271000;BONCHE;170840;25; ;100;1;2;1;2;SI;3,27; ; ; ;100; ; ;SI;SI; ; ;151,1;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;ERYNGIUM; ; ;170840; ;TOTAL NACIONAL;1
17045263000993506;PICHINCHA;63;00099;3506;8;IRIS - LIRIOS;12;CAMPO ABIERTO;8;24;4;3,65;3,65;1077000;1886000;BONCHE;75440;25; ;100;1;2;1;2;SI;3,65; ; ; ;100; ; ;SI;SI; ; ;168,6;TONELADA; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;OTRAS FLORES TRANSITORIAS; ; ;75440; ;TOTAL NACIONAL;1
17016363000993541;PICHINCHA;63;00099;3541;1;DELPHINIUM  (LACKPUR);2;CAMPO ABIERTO;1;25;12;1;1;18000;90000;BONCHE;9000;10; ;100;1;1;1;1;SI;1; ; ; ;100; ; ;SI;SI; ; ;3600;KILOGRAMO;12;LITRO;SI;144;KILOGRAMO;120;KILOGRAMO;24;KILOGRAMO;60;KILOGRAMO;SI;SI;12;LITRO;SI;4;LITRO;AMARILLO;12;LITRO;AMARILLO;24;LITRO;NO SABE; ; ; ; ; ;DELPHINIUM  (LACKPUR); ; ;9000; ;TOTAL NACIONAL;1
17016363000993541;PICHINCHA;63;00099;3541;2;VERONICA;3;CAMPO ABIERTO;1;25;12;,6;,6;35000;360000;BONCHE;36000;10; ;100;1;1;1;1;SI;,6; ; ; ;100; ; ;SI;SI; ; ; ; ;45;LITRO;SI;124;KILOGRAMO;240;KILOGRAMO;240;KILOGRAMO;60;KILOGRAMO;SI;SI;6;LITRO;SI;6;LITRO;AMARILLO;6;LITRO;AMARILLO;12;LITRO;NO SABE; ; ; ;0;0;OTRAS FLORES TRANSITORIAS; ; ;36000; ;TOTAL NACIONAL;1
17016363000993541;PICHINCHA;63;00099;3541;3;ASTER;4;CAMPO ABIERTO;1;25;12;1,4;1,4;67000;522000;BONCHE;52200;10; ;100;1;1;1;1;SI;,6; ; ; ;100; ; ;SI;SI;6000;KILOGRAMO; ; ;24;LITRO;SI;60;KILOGRAMO;300;KILOGRAMO;240;KILOGRAMO;24;KILOGRAMO;SI;SI;12;LITRO;SI;12;LITRO;AMARILLO;12;LITRO;AMARILLO;24;LITRO;NO SABE; ; ; ; ; ;ASTER; ; ;52200; ;TOTAL NACIONAL;1
17025163000993575;PICHINCHA;63;00099;3575;1;GIRASOLES;1;CAMPO ABIERTO;1;25;3;7,74;7,74;600000;4336000;TABACO;35410;120;2;98;1;2;1;2;SI;7,74; ; ; ;100; ; ;SI;SI;1300;KILOGRAMO; ; ; ; ;SI;6;TONELADA;4;TONELADA;3;TONELADA;2,4;TONELADA;SI;NO; ; ;SI;20;LITRO;AZUL;10;LITRO;AZUL;180;KILOGRAMO;AMARILLO;30;KILOGRAMO;AMARILLO; ; ;GIRASOL; ;35410; ; ;TOTAL NACIONAL;1
17025163000993575;PICHINCHA;63;00099;3575;2;GIRASOLES;1;CAMPO ABIERTO;3;25;5;7,74;7,74;600000;4336000;TABACO;35410;120;2;98;1;2;1;2;SI;7,74; ; ; ;100; ; ;SI;SI;1300;KILOGRAMO; ; ; ; ;SI;6;TONELADA;4;TONELADA;3;TONELADA;2,4;TONELADA;SI;NO; ; ;SI;20;LITRO;AZUL;10;LITRO;AZUL;180;KILOGRAMO;AMARILLO;30;KILOGRAMO;AMARILLO; ; ;GIRASOL; ;35410; ; ;TOTAL NACIONAL;1
17025163000993575;PICHINCHA;63;00099;3575;3;GIRASOLES;1;CAMPO ABIERTO;5;25;7;7,74;7,74;600000;4336000;TABACO;35410;120;2;98;1;2;1;2;SI;7,74; ; ; ;100; ; ;SI;SI;1300;KILOGRAMO; ; ; ; ;SI;6;TONELADA;4;TONELADA;3;TONELADA;2,4;TONELADA;SI;NO; ; ;SI;20;LITRO;AZUL;10;LITRO;AZUL;180;KILOGRAMO;AMARILLO;30;KILOGRAMO;AMARILLO; ; ;GIRASOL; ;35410; ; ;TOTAL NACIONAL;1
17025163000993575;PICHINCHA;63;00099;3575;4;GIRASOLES;1;CAMPO ABIERTO;7;25;9;7,74;7,74;600000;4336000;TABACO;35410;120;2;98;1;2;1;2;SI;7,74; ; ; ;100; ; ;SI;SI;1300;KILOGRAMO; ; ; ; ;SI;6;TONELADA;4;TONELADA;3;TONELADA;2,4;TONELADA;SI;NO; ; ;SI;20;LITRO;AZUL;10;LITRO;AZUL;180;KILOGRAMO;AMARILLO;30;KILOGRAMO;AMARILLO; ; ;GIRASOL; ;35410; ; ;TOTAL NACIONAL;1
17025163000993575;PICHINCHA;63;00099;3575;5;GIRASOLES;1;CAMPO ABIERTO;9;25;11;7,74;7,74;600000;4336000;TABACO;35410;120;2;98;1;2;1;2;SI;7,74; ; ; ;100; ; ;SI;SI;1300;KILOGRAMO; ; ; ; ;SI;6;TONELADA;4;TONELADA;3;TONELADA;2,4;TONELADA;SI;NO; ; ;SI;20;LITRO;AZUL;10;LITRO;AZUL;180;KILOGRAMO;AMARILLO;30;KILOGRAMO;AMARILLO; ; ;GIRASOL; ;35410; ; ;TOTAL NACIONAL;1
17025163000993575;PICHINCHA;63;00099;3575;6;GIRASOLES;1;CAMPO ABIERTO;11;25;12;7,74;7,74;600000;2168000;TABACO;17700;120;2;98;1;2;1;2;SI;7,74; ; ; ;100; ; ;SI;SI;1300;KILOGRAMO; ; ; ; ;SI;6;TONELADA;4;TONELADA;3;TONELADA;2,4;TONELADA;SI;NO; ; ;SI;20;LITRO;AZUL;10;LITRO;AZUL;180;KILOGRAMO;AMARILLO;30;KILOGRAMO;AMARILLO; ; ;GIRASOL; ;17700; ; ;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;1;ASTER;1;CAMPO ABIERTO;1;25;4;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;2;ASTER;1;CAMPO ABIERTO;5;25;8;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;3;ASTER;1;CAMPO ABIERTO;9;25;12;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;4;ASTER;2;CAMPO ABIERTO;1;25;4;,23;,23;72166;72166;BOUQUET;22852;3; ;100;1;1;1;1;SI;,23; ; ; ;100; ; ;SI;SI; ; ;504,68;KILOGRAMO; ; ;SI;1796,61;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6,65;LITRO;VERDE;6,65;KILOGRAMO;VERDE;2,69;LITRO;VERDE; ; ;ASTER; ; ; ;22852;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;5;ASTER;2;CAMPO ABIERTO;5;25;8;,23;,23;72166;72166;BOUQUET;22858;3; ;100;1;1;1;1;SI;,23; ; ; ;100; ; ;SI;SI; ; ;504,68;KILOGRAMO; ; ;SI;1796,61;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6,65;LITRO;VERDE;6,65;KILOGRAMO;VERDE;2,69;LITRO;VERDE; ; ;ASTER; ; ; ;22858;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;6;ASTER;2;CAMPO ABIERTO;9;25;12;,23;,23;72166;72166;BOUQUET;22852;3; ;100;1;1;1;1;SI;,23; ; ; ;100; ; ;SI;SI; ; ;504,68;KILOGRAMO; ; ;SI;1796,61;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6,65;LITRO;VERDE;6,65;KILOGRAMO;VERDE;2,69;LITRO;VERDE; ; ;ASTER; ; ; ;22852;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;7;ASTER;3;CAMPO ABIERTO;1;25;4;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;1
17016363000993587;PICHINCHA;63;00099;3587;8;ASTER;3;CAMPO ABIERTO;5;25;8;7,75;7,75;2431705;2431705;BOUQUET;770039;3; ;100;1;1;1;1;SI;7,75; ; ; ;100; ; ;SI;SI; ; ;17005,52;KILOGRAMO; ; ;SI;60538,08;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;224,32;LITRO;VERDE;224,11;KILOGRAMO;VERDE;90,68;LITRO;VERDE; ; ;ASTER; ; ; ;770039;TOTAL NACIONAL;1
