Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ad_numt;ad_numl;rc_clacul;ad_k604;ad_k605;ad_k606;ad_k607;ad_k609;ad_k610;ad_k611;ad_k612;ad_k614;ad_autoconsumo;ad_clavecu;ad_prod;ventas;ad_tn;fact_exp_fin
13055004000840001;MANABÍ;04;00084;0001;1;1;MANDARINA;7;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;MANDARINA;,0227272727272727; ;TOTAL NACIONAL;9,44994153537805
13055004000840001;MANABÍ;04;00084;0001;1;2;NARANJA;5;600;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;600;NARANJA;,0545454545454545; ;TOTAL NACIONAL;9,44994153537805
13055004000840002;MANABÍ;04;00084;0002;1;1;MANDARINA;15;1000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1000;MANDARINA;,0454545454545455; ;TOTAL NACIONAL;68,7255430390204
13055004000840003;MANABÍ;04;00084;0003;2;1;MANDARINA;60;30000;UNIDAD;,05;FRUTA FRESCA;30000;UNIDAD;,05;FRUTA FRESCA; ;MANDARINA;,681818181818182;,681818181818182;TOTAL NACIONAL;30,9218975540186
13055004000840003;MANABÍ;04;00084;0003;2;2;NARANJA;7;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;NARANJA;,0227272727272727; ;TOTAL NACIONAL;30,9218975540186
13055004000840006;MANABÍ;04;00084;0006;1;1;MANDARINA;20;145;SACO;100;FRUTA FRESCA;140;SACO;100;FRUTA FRESCA;5;MANDARINA;6,59090909090909;6,36363636363636;TOTAL NACIONAL;4,6617448075022
13055004000840007;MANABÍ;04;00084;0007;1;1;MANDARINA;30;210;SACO;30;FRUTA FRESCA;200;SACO;30;FRUTA FRESCA;10;MANDARINA;2,86363636363636;2,72727272727273;TOTAL NACIONAL;33,3165411385208
13055004000840007;MANABÍ;04;00084;0007;1;2;CACAO FINO DE AROMA (ALMENDRA SECA);50;2;QUINTAL;100;ALMENDRA SECA;2;QUINTAL;100;ALMENDRA SECA; ;CACAO (ALMENDRA SECA);,0909090909090909;,0909090909090909;TOTAL NACIONAL;33,3165411385208
13055004000840008;MANABÍ;04;00084;0008;2;1;NARANJA;10;5000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;5000;NARANJA;,227272727272727; ;TOTAL NACIONAL;51,8532199868715
13055004000840008;MANABÍ;04;00084;0008;2;2;MANDARINA;10;5000;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;5000;MANDARINA;,568181818181818; ;TOTAL NACIONAL;51,8532199868715
13055004000840010;MANABÍ;04;00084;0010;1;1;MANDARINA;20;5000;UNIDAD;,1;FRUTA FRESCA;5000;UNIDAD;,1;FRUTA FRESCA; ;MANDARINA;,227272727272727;,227272727272727;TOTAL NACIONAL;32,2349226153779
13055004000840011;MANABÍ;04;00084;0011;1;1;MANDARINA;3;400;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;400;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;37,3431276314027
13055004000840013;MANABÍ;04;00084;0013;1;1;MANDARINA;10;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;MANDARINA;,0227272727272727; ;TOTAL NACIONAL;4,01812741349409
13055004000840013;MANABÍ;04;00084;0013;1;2;NARANJA;7;700;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;700;NARANJA;,0636363636363636; ;TOTAL NACIONAL;4,01812741349409
13055004000840015;MANABÍ;04;00084;0015;1;1;MANDARINA;30;10000;UNIDAD;,1;FRUTA FRESCA;10000;UNIDAD;,1;FRUTA FRESCA; ;MANDARINA;,454545454545455;,454545454545455;TOTAL NACIONAL;33,0517406143481
13055004000840017;MANABÍ;04;00084;0017;1;1;NARANJA;15;7500;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;7500;NARANJA;,511363636363636; ;TOTAL NACIONAL;5,48127290680289
13055004000840017;MANABÍ;04;00084;0017;1;2;MANDARINA;15;7500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;7500;MANDARINA;,340909090909091; ;TOTAL NACIONAL;5,48127290680289
13055004000840019;MANABÍ;04;00084;0019;1;1;MANDARINA;7;700;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;700;MANDARINA;,0318181818181818; ;TOTAL NACIONAL;47,4174419475983
13055004000840019;MANABÍ;04;00084;0019;1;2;NARANJA;6;800;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;800;NARANJA;,0727272727272727; ;TOTAL NACIONAL;47,4174419475983
13055004000840020;MANABÍ;04;00084;0020;1;1;MANDARINA;4;1600;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1600;MANDARINA;,0727272727272727; ;TOTAL NACIONAL;16,3305994208705
13055004000840022;MANABÍ;04;00084;0022;1;1;MANDARINA;10;40;SACO;30;FRUTA FRESCA;38;SACO;30;FRUTA FRESCA;2;MANDARINA;,545454545454545;,518181818181818;TOTAL NACIONAL;47,7169765336539
13055004000840022;MANABÍ;04;00084;0022;1;2;NARANJA;15;60;SACO;30;FRUTA FRESCA;58;SACO;30;FRUTA FRESCA;2;NARANJA;,818181818181818;,790909090909091;TOTAL NACIONAL;47,7169765336539
13055004000840023;MANABÍ;04;00084;0023;1;1;MANDARINA;20;1000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1000;MANDARINA;,0454545454545455; ;TOTAL NACIONAL;1,99517194204286
13055004000840023;MANABÍ;04;00084;0023;1;2;PLATANO;15;15;RACIMO;20;FRUTA FRESCA; ; ; ; ;15;PLATANO;,136363636363636; ;TOTAL NACIONAL;1,99517194204286
13055004000840025;MANABÍ;04;00084;0025;1;1;MANDARINA;40;600;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;600;MANDARINA;,0272727272727273; ;TOTAL NACIONAL;3,58155170539701
13055004000840025;MANABÍ;04;00084;0025;1;2;NARANJA;30;700;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;700;NARANJA;,0636363636363636; ;TOTAL NACIONAL;3,58155170539701
13055004000840026;MANABÍ;04;00084;0026;1;1;MANDARINA;20;400;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;400;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;33,6440992042108
13055004000840026;MANABÍ;04;00084;0026;1;2;AGUACATE;20;1000;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;1000;AGUACATE;,113636363636364; ;TOTAL NACIONAL;33,6440992042108
13055004000840026;MANABÍ;04;00084;0026;1;3;PLATANO;40;40;RACIMO;35;FRUTA FRESCA; ; ; ; ;40;PLATANO;,636363636363636; ;TOTAL NACIONAL;33,6440992042108
13225004001110001;MANABÍ;04;00111;0001;3;1;MANGO;4;400;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;400;MANGO;,0363636363636364; ;TOTAL NACIONAL;2,76401223237697
13225004001110001;MANABÍ;04;00111;0001;3;2;MANDARINA;5;500;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;500;MANDARINA;,0568181818181818; ;TOTAL NACIONAL;2,76401223237697
13225004001110001;MANABÍ;04;00111;0001;3;3;NARANJA;15;1500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1500;NARANJA;,0681818181818182; ;TOTAL NACIONAL;2,76401223237697
13225004001110002;MANABÍ;04;00111;0002;3;1;MANGO;4;1000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1000;MANGO;,0909090909090909; ;TOTAL NACIONAL;41,0045770737243
13225004001110002;MANABÍ;04;00111;0002;3;2;LIMON;2;300;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;300;LIMON;,00681818181818182; ;TOTAL NACIONAL;41,0045770737243
13225004001110003;MANABÍ;04;00111;0003;5;1;NARANJA;2;2000;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;2000;NARANJA;,3; ;TOTAL NACIONAL;13,3177258871925
13225004001110003;MANABÍ;04;00111;0003;5;2;LIMON;2;1200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1200;LIMON;,109090909090909; ;TOTAL NACIONAL;13,3177258871925
13225004001110003;MANABÍ;04;00111;0003;5;3;TORONJA;1;500;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;500;TORONJA;,113636363636364; ;TOTAL NACIONAL;13,3177258871925
13225004001110004;MANABÍ;04;00111;0004;1;1;LIMON;1;1000;UNIDAD;,33;FRUTA FRESCA;200;UNIDAD;,33;FRUTA FRESCA;800;LIMON;,15;,03;TOTAL NACIONAL;41,7335473328127
13225004001110006;MANABÍ;04;00111;0006;1;1;LIMON;1;500;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;500;LIMON;,0340909090909091; ;TOTAL NACIONAL;8,48128859131733
13225004001110006;MANABÍ;04;00111;0006;1;2;TORONJA;1;150;UNIDAD;1;FRUTA FRESCA; ; ; ; ;150;TORONJA;,0681818181818182; ;TOTAL NACIONAL;8,48128859131733
13225004001110006;MANABÍ;04;00111;0006;1;3;NARANJA;1;200;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;200;NARANJA;,0454545454545455; ;TOTAL NACIONAL;8,48128859131733
13225004001110006;MANABÍ;04;00111;0006;1;4;GUABA;3;1000;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;1000;GUABA;,113636363636364; ;TOTAL NACIONAL;8,48128859131733
13225004001110008;MANABÍ;04;00111;0008;3;1;PLATANO;100;100;RACIMO;20;FRUTA FRESCA; ; ; ; ;100;PLATANO;,909090909090909; ;TOTAL NACIONAL;18,7762411685879
13225004001110009;MANABÍ;04;00111;0009;1;1;PAPAYA;1;40;UNIDAD;2;FRUTA FRESCA; ; ; ; ;40;PAPAYA;,0363636363636364; ;TOTAL NACIONAL;28,051336316076
13225004001110009;MANABÍ;04;00111;0009;1;2;GUABA;1;50;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;50;GUABA;,00568181818181818; ;TOTAL NACIONAL;28,051336316076
13225004001110009;MANABÍ;04;00111;0009;1;3;OTROS BANANOS;10;10;RACIMO;25;FRUTA FRESCA; ; ; ; ;10;BANANO DE EXPORTACION;,113636363636364; ;TOTAL NACIONAL;28,051336316076
13225004001110010;MANABÍ;04;00111;0010;1;1;MANDARINA;1;200;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,00909090909090909; ;TOTAL NACIONAL;33,1681467885237
13225004001110013;MANABÍ;04;00111;0013;3;1;LIMON;1;300;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;300;LIMON;,00681818181818182; ;TOTAL NACIONAL;50,4671717830453
13225004001110013;MANABÍ;04;00111;0013;3;2;MANDARINA;2;300;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0136363636363636; ;TOTAL NACIONAL;50,4671717830453
13225004001110015;MANABÍ;04;00111;0015;2;1;LIMON;3;300;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;300;LIMON;,0136363636363636; ;TOTAL NACIONAL;72,5185221204704
13225004001110015;MANABÍ;04;00111;0015;2;2;MANGO;1;50;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;50;MANGO;,00454545454545455; ;TOTAL NACIONAL;72,5185221204704
13225004001110016;MANABÍ;04;00111;0016;2;1;NARANJA;1;200;UNIDAD;,03;FRUTA FRESCA; ; ; ; ;200;NARANJA;,00272727272727273; ;TOTAL NACIONAL;69,2696979369368
13225004001110016;MANABÍ;04;00111;0016;2;2;TORONJA;3;300;UNIDAD;1;FRUTA FRESCA; ; ; ; ;300;TORONJA;,136363636363636; ;TOTAL NACIONAL;69,2696979369368
13225004001110016;MANABÍ;04;00111;0016;2;3;LIMON;1;30;GAVETA;80;FRUTA FRESCA;4;GAVETA;80;FRUTA FRESCA;26;LIMON;1,09090909090909;,145454545454545;TOTAL NACIONAL;69,2696979369368
13225004001110017;MANABÍ;04;00111;0017;1;1;MANDARINA;3;2000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;2000;MANDARINA;,181818181818182; ;TOTAL NACIONAL;31,8148988075563
13225004001110017;MANABÍ;04;00111;0017;1;2;LIMON;4;2000;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;2000;LIMON;,136363636363636; ;TOTAL NACIONAL;31,8148988075563
13225004001110017;MANABÍ;04;00111;0017;1;3;OTROS PERMANENTES;2;10;TARRO;10;SIN ESTADO; ; ; ; ;10;OTROS PERMANENTES;,0454545454545455; ;TOTAL NACIONAL;31,8148988075563
13225004001110018;MANABÍ;04;00111;0018;5;1;MANGO;2;400;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;400;MANGO;,0363636363636364; ;TOTAL NACIONAL;27,3363847158162
13225004001110018;MANABÍ;04;00111;0018;5;2;PLATANO;10;10;RACIMO;15;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0681818181818182; ;TOTAL NACIONAL;27,3363847158162
13225004001110019;MANABÍ;04;00111;0019;3;1;NARANJA;5;1000;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,0681818181818182; ;TOTAL NACIONAL;10,3962936024806
13225004001110019;MANABÍ;04;00111;0019;3;2;MANDARINA;5;1000;UNIDAD;,13;FRUTA FRESCA; ; ; ; ;1000;MANDARINA;,0590909090909091; ;TOTAL NACIONAL;10,3962936024806
13225004001110019;MANABÍ;04;00111;0019;3;3;MANGO;5;1000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1000;MANGO;,0909090909090909; ;TOTAL NACIONAL;10,3962936024806
13225004001110020;MANABÍ;04;00111;0020;1;1;NARANJA;1;300;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;300;NARANJA;,0136363636363636; ;TOTAL NACIONAL;17,7935687828693
13225004001110020;MANABÍ;04;00111;0020;1;2;LIMON;6;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;LIMON;,0227272727272727; ;TOTAL NACIONAL;17,7935687828693
13225004001110020;MANABÍ;04;00111;0020;1;3;TORONJA;1;200;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;200;TORONJA;,0136363636363636; ;TOTAL NACIONAL;17,7935687828693
13225004001110020;MANABÍ;04;00111;0020;1;4;MANDARINA;1;100;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;100;MANDARINA;,00681818181818182; ;TOTAL NACIONAL;17,7935687828693
13225004001110020;MANABÍ;04;00111;0020;1;5;MANGO;2;800;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;800;MANGO;,0545454545454545; ;TOTAL NACIONAL;17,7935687828693
13225004001110021;MANABÍ;04;00111;0021;3;1;NARANJA;2;400;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;400;NARANJA;,0454545454545455; ;TOTAL NACIONAL;51,5185711951921
13225004001110021;MANABÍ;04;00111;0021;3;2;LIMON;2;200;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;200;LIMON;,0136363636363636; ;TOTAL NACIONAL;51,5185711951921
13225004001110021;MANABÍ;04;00111;0021;3;3;MANDARINA;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0181818181818182; ;TOTAL NACIONAL;51,5185711951921
13225004001110021;MANABÍ;04;00111;0021;3;4;MANGO;1;100;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;100;MANGO;,0113636363636364; ;TOTAL NACIONAL;51,5185711951921
13225004001110022;MANABÍ;04;00111;0022;2;1;NARANJA;3;600;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;600;NARANJA;,09; ;TOTAL NACIONAL;25,3877911386375
13225004001110022;MANABÍ;04;00111;0022;2;2;MANDARINA;2;400;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;400;MANDARINA;,0454545454545455; ;TOTAL NACIONAL;25,3877911386375
13225004001110022;MANABÍ;04;00111;0022;2;3;LIMON;2;400;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;400;LIMON;,0272727272727273; ;TOTAL NACIONAL;25,3877911386375
13225004001110023;MANABÍ;04;00111;0023;5;1;MANGO;3;1500;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;1500;MANGO;,170454545454545; ;TOTAL NACIONAL;47,6634400173205
13225004001110023;MANABÍ;04;00111;0023;5;2;MANDARINA;3;1500;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1500;MANDARINA;,136363636363636; ;TOTAL NACIONAL;47,6634400173205
13225004001110023;MANABÍ;04;00111;0023;5;3;NARANJA;3;1800;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;1800;NARANJA;,27; ;TOTAL NACIONAL;47,6634400173205
13225004001110023;MANABÍ;04;00111;0023;5;4;TORONJA;3;1800;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;1800;TORONJA;,409090909090909; ;TOTAL NACIONAL;47,6634400173205
13225004001110025;MANABÍ;04;00111;0025;8;1;LIMON;1;300;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;300;LIMON;,0136363636363636; ;TOTAL NACIONAL;273,363847158162
13225004001110025;MANABÍ;04;00111;0025;8;2;PLATANO;30;30;RACIMO;25;FRUTA FRESCA; ; ; ; ;30;PLATANO;,340909090909091; ;TOTAL NACIONAL;273,363847158162
13225004001110025;MANABÍ;04;00111;0025;8;3;NARANJA;2;400;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;400;NARANJA;,0363636363636364; ;TOTAL NACIONAL;273,363847158162
13225004001110025;MANABÍ;04;00111;0025;8;4;MANDARINA;3;300;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;300;MANDARINA;,0204545454545455; ;TOTAL NACIONAL;273,363847158162
13225004001110025;MANABÍ;04;00111;0025;8;5;TORONJA;3;300;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;300;TORONJA;,0340909090909091; ;TOTAL NACIONAL;273,363847158162
13225004001110025;MANABÍ;04;00111;0025;9;6;NARANJA;4;400;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;400;NARANJA;,0363636363636364; ;TOTAL NACIONAL;167,873439472769
13225004001110025;MANABÍ;04;00111;0025;9;7;TORONJA;2;300;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;300;TORONJA;,0340909090909091; ;TOTAL NACIONAL;167,873439472769
13225004001110025;MANABÍ;04;00111;0025;9;8;LIMON;2;300;UNIDAD;,01;FRUTA FRESCA; ; ; ; ;300;LIMON;,00136363636363636; ;TOTAL NACIONAL;167,873439472769
13225004001110025;MANABÍ;04;00111;0025;10;9;NARANJA;3;300;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;300;NARANJA;,0272727272727273; ;TOTAL NACIONAL;1275,69795340476
13225004001110025;MANABÍ;04;00111;0025;10;10;LIMON;2;200;UNIDAD;,01;FRUTA FRESCA; ; ; ; ;200;LIMON;,000909090909090909; ;TOTAL NACIONAL;1275,69795340476
13225004001110026;MANABÍ;04;00111;0026;4;1;PLATANO;20;20;RACIMO;15;FRUTA FRESCA; ; ; ; ;20;PLATANO;,136363636363636; ;TOTAL NACIONAL;108,469372686476
13225004001110026;MANABÍ;04;00111;0026;4;2;NARANJA;4;800;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;800;NARANJA;,12; ;TOTAL NACIONAL;108,469372686476
13225004001110026;MANABÍ;04;00111;0026;4;3;MANDARINA;2;600;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;600;MANDARINA;,0681818181818182; ;TOTAL NACIONAL;108,469372686476
13225004001110026;MANABÍ;04;00111;0026;4;4;LIMON;2;600;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;600;LIMON;,0681818181818182; ;TOTAL NACIONAL;108,469372686476
13225004001110026;MANABÍ;04;00111;0026;4;5;TORONJA;3;900;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;900;TORONJA;,204545454545455; ;TOTAL NACIONAL;108,469372686476
13225004001110027;MANABÍ;04;00111;0027;3;1;MANGO;1;300;UNIDAD;,33;FRUTA FRESCA; ; ; ; ;300;MANGO;,045; ;TOTAL NACIONAL;24,1821864793759
13225004001110027;MANABÍ;04;00111;0027;3;2;LIMON;4;600;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;600;LIMON;,0409090909090909; ;TOTAL NACIONAL;24,1821864793759
13225004001110027;MANABÍ;04;00111;0027;3;3;MANDARINA;2;200;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;200;MANDARINA;,0227272727272727; ;TOTAL NACIONAL;24,1821864793759
13115004001430001;MANABÍ;04;00143;0001;1;1;MACADAMIA;5;2000;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;2000;OTROS PERMANENTES;,227272727272727; ;TOTAL NACIONAL;29,7562719881644
13115004001430001;MANABÍ;04;00143;0001;1;2;NARANJA;3;1000;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;1000;NARANJA;,136363636363636; ;TOTAL NACIONAL;29,7562719881644
13115004001430004;MANABÍ;04;00143;0004;2;1;MANGO;5;2000;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;2000;MANGO;,181818181818182; ;TOTAL NACIONAL;18,6833536232307
13115004001430004;MANABÍ;04;00143;0004;2;2;MANDARINA;5;1500;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;1500;MANDARINA;,170454545454545; ;TOTAL NACIONAL;18,6833536232307
13115004001430004;MANABÍ;04;00143;0004;2;3;NARANJA;3;900;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;900;NARANJA;,122727272727273; ;TOTAL NACIONAL;18,6833536232307
13115004001430005;MANABÍ;04;00143;0005;1;1;MANDARINA;3;1500;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1500;MANDARINA;,136363636363636; ;TOTAL NACIONAL;22,7563173704526
13115004001430005;MANABÍ;04;00143;0005;1;2;NARANJA;2;800;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;800;NARANJA;,109090909090909; ;TOTAL NACIONAL;22,7563173704526
13115004001430006;MANABÍ;04;00143;0006;1;1;AGUACATE;1;300;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;300;AGUACATE;,0340909090909091; ;TOTAL NACIONAL;30,1370222484209
13115004001430006;MANABÍ;04;00143;0006;1;2;LIMON;1;500;UNIDAD;,08;FRUTA FRESCA; ; ; ; ;500;LIMON;,0181818181818182; ;TOTAL NACIONAL;30,1370222484209
13115004001430007;MANABÍ;04;00143;0007;1;1;NARANJA;5;2500;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;2500;NARANJA;,340909090909091; ;TOTAL NACIONAL;26,1777217303458
13115004001430007;MANABÍ;04;00143;0007;1;2;AGUACATE;1;400;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;400;AGUACATE;,0363636363636364; ;TOTAL NACIONAL;26,1777217303458
13075004001570003;MANABÍ;04;00157;0003;1;1;PLATANO;10;10;RACIMO;12;FRUTA FRESCA; ; ; ; ;10;PLATANO;,0545454545454545; ;TOTAL NACIONAL;41,4669055219109
13075004001570004;MANABÍ;04;00157;0004;2;1;MANDARINA;30;8000;UNIDAD;,25;FRUTA FRESCA;5000;UNIDAD;,25;FRUTA FRESCA;3000;MANDARINA;,909090909090909;,568181818181818;TOTAL NACIONAL;46,5731863371634
13075004001570004;MANABÍ;04;00157;0004;2;2;NARANJA;30;10000;UNIDAD;,33;FRUTA FRESCA;5000;UNIDAD;,33;FRUTA FRESCA;5000;NARANJA;1,5;,75;TOTAL NACIONAL;46,5731863371634
13075004001570013;MANABÍ;04;00157;0013;1;1;NARANJA;5;500;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;500;NARANJA;,0227272727272727; ;TOTAL NACIONAL;21,3752378034027
13075004001570020;MANABÍ;04;00157;0020;1;1;NARANJA;5;500;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;500;NARANJA;,0681818181818182; ;TOTAL NACIONAL;4,07756307830326
13015004001950003;MANABÍ;04;00195;0003;3;1;LIMON;16;16000;UNIDAD;,05;FRUTA FRESCA; ; ; ; ;16000;LIMON;,363636363636364; ;TOTAL NACIONAL;120,677440600885
13015004001950003;MANABÍ;04;00195;0003;3;2;NARANJA;2;200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;200;NARANJA;,0181818181818182; ;TOTAL NACIONAL;120,677440600885
13015004001950003;MANABÍ;04;00195;0003;3;3;MANGO;2;200;UNIDAD;,25;FRUTA FRESCA; ; ; ; ;200;MANGO;,0227272727272727; ;TOTAL NACIONAL;120,677440600885
13015004001950004;MANABÍ;04;00195;0004;3;1;NARANJA;3;600;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;600;NARANJA;,0545454545454545; ;TOTAL NACIONAL;157,808960785773
13015004001950008;MANABÍ;04;00195;0008;4;1;NARANJA;6;900;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;900;NARANJA;,0818181818181818; ;TOTAL NACIONAL;81,2252004044418
13015004001950008;MANABÍ;04;00195;0008;4;2;MANDARINA;5;1000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;1000;MANDARINA;,0454545454545455; ;TOTAL NACIONAL;81,2252004044418
13015004001950008;MANABÍ;04;00195;0008;4;3;MANGO;8;1200;UNIDAD;,2;FRUTA FRESCA; ; ; ; ;1200;MANGO;,109090909090909; ;TOTAL NACIONAL;81,2252004044418
13015004001950009;MANABÍ;04;00195;0009;5;1;NARANJA;30;200;UNIDAD;,15;FRUTA FRESCA; ; ; ; ;200;NARANJA;,0136363636363636; ;TOTAL NACIONAL;68,8477294812726
13015004001950009;MANABÍ;04;00195;0009;5;2;LIMON;20;6000;UNIDAD;,01;FRUTA FRESCA;5800;UNIDAD;,01;FRUTA FRESCA;200;LIMON;,0272727272727273;,0263636363636364;TOTAL NACIONAL;68,8477294812726
13015004001950012;MANABÍ;04;00195;0012;3;1;PAPAYA;10;500;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;500;PAPAYA;,0681818181818182; ;TOTAL NACIONAL;48,2983091649345
13015004001950018;MANABÍ;04;00195;0018;4;1;PAPAYA;10;200;UNIDAD;1;FRUTA FRESCA; ; ; ; ;200;PAPAYA;,0909090909090909; ;TOTAL NACIONAL;65,3282683252867
13015004001950018;MANABÍ;04;00195;0018;4;2;BADEA;6;120;UNIDAD;,3;FRUTA FRESCA; ; ; ; ;120;OTROS PERMANENTES;,0163636363636364; ;TOTAL NACIONAL;65,3282683252867
13015104002120001;MANABÍ;04;00212;0001;1;1;PLATANO;15;15;RACIMO;15;FRUTA FRESCA;13;RACIMO;15;FRUTA FRESCA;2;PLATANO;,102272727272727;,0886363636363636;TOTAL NACIONAL;184,332451029635
13015104002120002;MANABÍ;04;00212;0002;1;1;MANGO;1;2000;UNIDAD;,02;FRUTA FRESCA; ; ; ; ;2000;MANGO;,0181818181818182; ;TOTAL NACIONAL;150,439489298561
13165004002480001;MANABÍ;04;00248;0001;1;1;MANGO;6;12000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;12000;MANGO;,545454545454545; ;TOTAL NACIONAL;49,0271441774525
13165004002480002;MANABÍ;04;00248;0002;1;1;MANGO;10;1000;UNIDAD;,02;FRUTA FRESCA; ; ; ; ;1000;MANGO;,00909090909090909; ;TOTAL NACIONAL;59,4713511961236
13165004002480003;MANABÍ;04;00248;0003;1;1;GUABA;1;50;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;50;GUABA;,00227272727272727; ;TOTAL NACIONAL;45,6853073608126
13165004002480005;MANABÍ;04;00248;0005;2;1;NARANJA;3;6000;UNIDAD;,1;FRUTA FRESCA; ; ; ; ;6000;NARANJA;,272727272727273; ;TOTAL NACIONAL;57,2524149372488
13165004002480010;MANABÍ;04;00248;0010;4;1;AGUACATE;2;300;UNIDAD;,5;FRUTA FRESCA; ; ; ; ;300;AGUACATE;,0681818181818182; ;TOTAL NACIONAL;345,207101718877
