Identificador;ual_prov;ual_estr;ual_segm;al_ncues;oe_superficie_ha;oe_k1101;oe_k1102;oe_k1103;oe_k1104;oe_trs;oe_trc;oe_tro;oe_znd;oe_tn;fact_exp_fin
09045002028350001;GUAYAS;02;02835;0001;50; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,2507658752927
09045002028350003;GUAYAS;02;02835;0003;150; ;4; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,24875400962944
09045002028350004;GUAYAS;02;02835;0004;150;1;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3,91939849790258
09055002034190003;GUAYAS;02;03419;0003;16; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;70,5313130654252
09055002034190007;GUAYAS;02;03419;0007;14; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;116,547710721902
09055002034450001;GUAYAS;02;03445;0001;176; ;4; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,42813458042576
09055002034450004;GUAYAS;02;03445;0004;7,2; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;95,6753239105753
09055002034450008;GUAYAS;02;03445;0008;1,8;0; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;178,947941695125
09055002034450011;GUAYAS;02;03445;0011;27; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,76960924409039
09055002034450014;GUAYAS;02;03445;0014;14; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,295886394923985
09055002036710001;GUAYAS;02;03671;0001;6; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;189,822410909888
09055102039280001;GUAYAS;02;03928;0001;1000;5;100;50;50; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,965439471983184
09055102039280003;GUAYAS;02;03928;0003;6; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;69,7022652566968
09055102039280005;GUAYAS;02;03928;0005;4,01; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,9745157632518
09135002042230014;GUAYAS;02;04223;0014;1,6; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55,8291546553497
09145102044420010;GUAYAS;02;04442;0010;7,056; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,5402408746798
09145102044420012;GUAYAS;02;04442;0012;2,1168; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;51,4092666174088
09195302046090008;GUAYAS;02;04609;0008;2,25; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;82,1328892611508
09145102047100001;GUAYAS;02;04710;0001;40; ;4; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,9755393565188
09145102047100002;GUAYAS;02;04710;0002;24; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,2394337496046
09145102047100005;GUAYAS;02;04710;0005;19; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,245899720095584
09145102047100006;GUAYAS;02;04710;0006;14; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;18,9231476045483
09195102047690001;GUAYAS;02;04769;0001;180; ;10;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,5816705866747
09145002048310001;GUAYAS;02;04831;0001;11; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,1375057076167
09145002048310002;GUAYAS;02;04831;0002;2,75; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,3511200010204
09145002048310003;GUAYAS;02;04831;0003;5; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;24,9142165241961
09145002048310005;GUAYAS;02;04831;0005;52; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,82120028542244
09145002048310006;GUAYAS;02;04831;0006;8; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;54,083909984962
09145002048310007;GUAYAS;02;04831;0007;9,52; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;47,2348247325854
09145002048310011;GUAYAS;02;04831;0011;3,5; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;74,392630519183
09185002048630001;GUAYAS;02;04863;0001;7;2;10;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,5273271988015
09195002050780002;GUAYAS;02;05078;0002;,7197; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,9239165595873
09195002050780003;GUAYAS;02;05078;0003;2,1309; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,4165886504558
09145002051280001;GUAYAS;02;05128;0001;35,4; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,5689132078729
09065402053520005;GUAYAS;02;05352;0005;2; ;5; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;89,6602472323447
09065402053520007;GUAYAS;02;05352;0007;,65; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;101,209564468009
09195002053650005;GUAYAS;02;05365;0005;21,2033; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,1955384366345
09195102053920014;GUAYAS;02;05392;0014;4,9392; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;67,7423354889148
09195102055450002;GUAYAS;02;05545;0002;32; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;76,4146086643863
09195102056770001;GUAYAS;02;05677;0001;4,04; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;40,4441306913341
09195002056930001;GUAYAS;02;05693;0001;16,2288; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;21,5423064287929
09195002056930003;GUAYAS;02;05693;0003;6,15; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,1208460324629
09195002056930004;GUAYAS;02;05693;0004;10,1; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;28,1685192687493
09195002056930007;GUAYAS;02;05693;0007;2,8; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;41,382865217934
09195002056930008;GUAYAS;02;05693;0008;2,8; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;35,9865764580499
09065302057880014;GUAYAS;02;05788;0014;6,77; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;31,8557381456141
09195002058370006;GUAYAS;02;05837;0006;4; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;50,5323031265465
09195002058370025;GUAYAS;02;05837;0025;67; ;7; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,6747923574007
09145002060370005;GUAYAS;02;06037;0005;13; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;14,6060419720774
09145202060380001;GUAYAS;02;06038;0001;7;1;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;35,9526222815832
09145202063250001;GUAYAS;02;06325;0001;8; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,7575055366355
09145202063250002;GUAYAS;02;06325;0002;30;1;14;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;24,1871909286585
09065002065710017;GUAYAS;02;06571;0017;35,28; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,54367858040267
09065202069590001;GUAYAS;02;06959;0001;18; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,29777840619067
09065202069590002;GUAYAS;02;06959;0002;25; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;59,450985110695
09065202069590003;GUAYAS;02;06959;0003;43; ;3;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,81267399384943
09065202069590004;GUAYAS;02;06959;0004;45; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,3823119642428
09065002069700003;GUAYAS;02;06970;0003;5; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,389955537053
09285002071440003;GUAYAS;02;07144;0003;13; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,1956994561195
09065602072900006;GUAYAS;02;07290;0006;26; ; ;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,16725081236507
09065602074350003;GUAYAS;02;07435;0003;4,2; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;57,5376381045999
09065602074350005;GUAYAS;02;07435;0005;1,75; ; ; ;5; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;79,4013360915644
09065602074350009;GUAYAS;02;07435;0009;2,25; ; ; ;15; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;58,8039833200603
09065602074350022;GUAYAS;02;07435;0022;1,764; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,80025218404427
09025002075490013;GUAYAS;02;07549;0013;,5; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;148,40539630781
09065602078790006;GUAYAS;02;07879;0006;80; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,5325985952329
09255002081400002;GUAYAS;02;08140;0002;720; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3,18094043198744
09205002081670001;GUAYAS;02;08167;0001;35; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,0771816385907405
09205002081670002;GUAYAS;02;08167;0002;30; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,86379729505158
09205502090350002;GUAYAS;02;09035;0002;20,4624; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,26086159429859
09205502090350006;GUAYAS;02;09035;0006;150; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,35057808299879
09205502091220002;GUAYAS;02;09122;0002;150; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,8952831497449
09075002097210002;GUAYAS;02;09721;0002;80; ;14;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;9,06238957394869
09015002110160004;GUAYAS;02;11016;0004;60; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,0855187971351
09115402117500001;GUAYAS;02;11750;0001;12; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,0897067290637993
09075002119400004;GUAYAS;02;11940;0004;3; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,085052595118
09115402121380002;GUAYAS;02;12138;0002;106; ;4;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8,84695490410397
09035002151810005;GUAYAS;02;15181;0005;930; ;7;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
09035002156420001;GUAYAS;02;15642;0001;600; ;5;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,06218022091052
09035002156540005;GUAYAS;02;15654;0005;684,18; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;0
09045003002380001;GUAYAS;03;00238;0001;3,15; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;56,6387722791116
09135003004240001;GUAYAS;03;00424;0001;300; ; ;6; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;24,7862242838331
09185003005140010;GUAYAS;03;00514;0010;4; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;74,705902126559
09185003005140022;GUAYAS;03;00514;0022;20; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;62,686407805596
09185003005150024;GUAYAS;03;00515;0024;10,63; ;4; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;68,0471001824811
09185003005150032;GUAYAS;03;00515;0032;400; ;5; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6,70326141997474
09145003005290001;GUAYAS;03;00529;0001;30; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;79,1961470611506
09145003005290007;GUAYAS;03;00529;0007;300; ;5; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;6,71854203035188
09145003005290008;GUAYAS;03;00529;0008;50; ;2; ;11; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;42,1509374707941
09145003005290010;GUAYAS;03;00529;0010;50; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;16,0800451517255
09015803016200001;GUAYAS;03;01620;0001;1000; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,18244457248813
09055004000150001;GUAYAS;04;00015;0001;20; ;6; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22,9437910380603
09055004000150004;GUAYAS;04;00015;0004;16; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;44,9279919137108
09055004000150009;GUAYAS;04;00015;0009;12; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,9641536737016
09055004000150013;GUAYAS;04;00015;0013;9; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;32,1227709364191
09055004000150016;GUAYAS;04;00015;0016;16,5; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,8027762925654
09055004000150017;GUAYAS;04;00015;0017;10; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;12,4323576164851
09055004000150021;GUAYAS;04;00015;0021;1; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;37,798897113126
09055004000150025;GUAYAS;04;00015;0025;20; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29,2067465969639
09055004000150026;GUAYAS;04;00015;0026;21; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;36,9208072322957
09055104000380003;GUAYAS;04;00038;0003;12; ; ; ;12; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;38,5244838448713
09055104000380009;GUAYAS;04;00038;0009;16,05; ;2; ;4; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;48,0473439320033
09055104000380010;GUAYAS;04;00038;0010;25; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,6662322751931
09055104000380014;GUAYAS;04;00038;0014;11,52; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;39,7742004204638
09145204001280001;GUAYAS;04;00128;0001;50; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,4878483524368
09015004001720001;GUAYAS;04;00172;0001;5,1; ;2; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;25,1632207374467
09075004001760003;GUAYAS;04;00176;0003;100; ;6; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,1158668746521
09015004001870008;GUAYAS;04;00187;0008;200; ;6; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;27,4393298727678
09015004002010011;GUAYAS;04;00201;0011;1,07; ; ; ;30; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60,2218511004503
09015304002410009;GUAYAS;04;00241;0009;30; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30,5991096305717
09135051000993349;GUAYAS;51;00099;3349;360; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09165151000993379;GUAYAS;51;00099;3379;83; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09195251000993405;GUAYAS;51;00099;3405;217; ;12; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000992194;GUAYAS;54;00099;2194;605; ;2;5; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09115054000992232;GUAYAS;54;00099;2232;812,83; ;52;6; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000994055;GUAYAS;54;00099;4055;13; ;1; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035054000994102;GUAYAS;54;00099;4102;80; ;4; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09015255000993982;GUAYAS;55;00099;3982;673; ;1; ;100; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035061000992337;GUAYAS;61;00099;2337;1450; ;2;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035061000992344;GUAYAS;61;00099;2344;684,18; ;3; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035061000992350;GUAYAS;61;00099;2350;300;1;50;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09035061000992421;GUAYAS;61;00099;2421;895; ;2;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09045061000992478;GUAYAS;61;00099;2478;355; ;2;4; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09045061000992551;GUAYAS;61;00099;2551;170; ;3;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09085261000992568;GUAYAS;61;00099;2568;63; ;1;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09195161000992599;GUAYAS;61;00099;2599;180; ;10; ; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09085261000992857;GUAYAS;61;00099;2857;87; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09085061000992903;GUAYAS;61;00099;2903;76;1;4;3; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09085261000992914;GUAYAS;61;00099;2914;120; ;2;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09085261000992951;GUAYAS;61;00099;2951;196; ;1;1; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
09015861000993260;GUAYAS;61;00099;3260;95; ;3;2; ; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1
10065201004140001;IMBABURA;01;00414;0001;12; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;57,7889336272758
10015501004750001;IMBABURA;01;00475;0001;72,06; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,2269745091527
10015501004950001;IMBABURA;01;00495;0001;15; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;49,1303855419695
10015301007740001;IMBABURA;01;00774;0001;94; ;6;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,27189442325066
10015301009530001;IMBABURA;01;00953;0001;15,04; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,8212502529869
10065201014450001;IMBABURA;01;01445;0001;15;1; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;27,5496999247076
10065201014450002;IMBABURA;01;01445;0002;15; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,30215120768935
10015301015400001;IMBABURA;01;01540;0001;22; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,7983921138015
10015301017750002;IMBABURA;01;01775;0002;4,75; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,6751411378013
10065201018410001;IMBABURA;01;01841;0001;90; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,5507180722626
10015301021010001;IMBABURA;01;02101;0001;391,5; ; ; ;274;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,50591220052014
10065201021160002;IMBABURA;01;02116;0002;9; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,8977123190869
10065201021160003;IMBABURA;01;02116;0003;50; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,76967569114923
10065201022470001;IMBABURA;01;02247;0001;30,03; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,6323035559628
10065201024170001;IMBABURA;01;02417;0001;60; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;9,44515285249183
10015301024480001;IMBABURA;01;02448;0001;13; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;42,3806264205882
10065201026130001;IMBABURA;01;02613;0001;30; ;1;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,6521542167878
10015601027980001;IMBABURA;01;02798;0001;3007;110;36; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,196064059362698
10015601027990001;IMBABURA;01;02799;0001;3007;110;36; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,196064059362698
10065101028900001;IMBABURA;01;02890;0001;200; ;8; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,94782313251817
10065101030450002;IMBABURA;01;03045;0002;3,05;1;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;34,6049736328836
10065101030450003;IMBABURA;01;03045;0003;4; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;46,2857362190895
10065101030450006;IMBABURA;01;03045;0006;5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,0877796221683188
10065101030450011;IMBABURA;01;03045;0011;15,5;2;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,86999518630378
10015601031200001;IMBABURA;01;03120;0001;3007;110;36; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,196064059362698
10015601031270001;IMBABURA;01;03127;0001;3007;110;36; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,196064059362698
10065301034510005;IMBABURA;01;03451;0005;1,7;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,8426349481629
10065301035140003;IMBABURA;01;03514;0003;,95; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;64,3694244258646
10065301035140007;IMBABURA;01;03514;0007;,86; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;76,8109779542977
10065301035140008;IMBABURA;01;03514;0008;10; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,86181140815685
10015601035860001;IMBABURA;01;03586;0001;108; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,43523765575281
10065501037690002;IMBABURA;01;03769;0002;35; ;72; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,0957567975697
10065501037690003;IMBABURA;01;03769;0003;18; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;19,3846665621704
10015601041290001;IMBABURA;01;04129;0001;61; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,79299665175183
10065301043750001;IMBABURA;01;04375;0001;1,62;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;29,1951756060099
10065301043750004;IMBABURA;01;04375;0004;15,4;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;12,6007741204308
10065301043750006;IMBABURA;01;04375;0006;71,64; ;24; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,159470300363288
10035701044190003;IMBABURA;01;04419;0003;60,02; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,21885514930658
10065301044370001;IMBABURA;01;04437;0001;71,64; ;24; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5,83026709946309
10065301044370003;IMBABURA;01;04437;0003;15,4;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,06517767797629
10035701045830001;IMBABURA;01;04583;0001;60; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;6,615570181178
10065501051020005;IMBABURA;01;05102;0005;6,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,10504036625247
10065501051830003;IMBABURA;01;05183;0003;7,5; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;28,1156819661511
10065501051830006;IMBABURA;01;05183;0006;3; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;24,2507583035161
10035701052980002;IMBABURA;01;05298;0002;2,77; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;20,1416844120796
10035701053070001;IMBABURA;01;05307;0001;15; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,84031506376764
10035701053070003;IMBABURA;01;05307;0003;12; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;22,699875799908
10035701056420001;IMBABURA;01;05642;0001;22,02; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;26,7740520664684
10065001059780007;IMBABURA;01;05978;0007;2; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1,91608503613681
10035101060050001;IMBABURA;01;06005;0001;60; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,37649133798233
10035401064630002;IMBABURA;01;06463;0002;11; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;13,4325451670868
10065401067330002;IMBABURA;01;06733;0002;267; ;12; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,449325283803061
10065401069720003;IMBABURA;01;06972;0003;267; ;12; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,463923325949114
10035101071330001;IMBABURA;01;07133;0001;500; ;4;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,234358489753267
10035401071630002;IMBABURA;01;07163;0002;500,08; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;,0506813474275796
10035401071630003;IMBABURA;01;07163;0003;7,04; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8,26469856787449
10025101074430001;IMBABURA;01;07443;0001;10,8; ;26; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;35,501859211815
10055001074860001;IMBABURA;01;07486;0001;8,18; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,80630354492227
10055001074860002;IMBABURA;01;07486;0002;,65; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,6121632770654
10055001074860003;IMBABURA;01;07486;0003;2,05; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;14,43075259236
10035101077630001;IMBABURA;01;07763;0001;11,6; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;10,6048219550879
10035301078410001;IMBABURA;01;07841;0001;18;2;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3,2911893099538
10035101079710001;IMBABURA;01;07971;0001;14,5; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;40,6596294140437
10015701083170006;IMBABURA;01;08317;0006;7; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;7,01488323852578
10055001084680001;IMBABURA;01;08468;0001;5; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,1853195489068
10055001084680004;IMBABURA;01;08468;0004;1; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;38,3020485685194
10055001084680005;IMBABURA;01;08468;0005;5; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;50,2518684759409
10055001084680007;IMBABURA;01;08468;0007;4,15; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;37,0628579124641
10055001084680009;IMBABURA;01;08468;0009;1,78; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2,0240982807553
