Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ct_numl;rc_clacul;ct_numt;ct_k504;ct_k505;ct_prepa_suelo;ct_k506;ct_k507;ct_k508;ct_k509;ct_k510ha;ct_k511ha;ct_k512;ct_k516;ct_k517;ct_k518;ct_k520;ct_afecta_prod;ct_k522;ct_k523;ct_k524;ct_k526;ct_venmernac;ct_venmerint;ct_vencenacop;ct_rdproven1;ct_rdproven2;ct_rdproven3;ct_rdproven4;ct_rdproven5;ct_rdproven6;ct_sdrenaje;ct_psdrenaje;ct_presueuti;ct_riego;ct_superf_regada_ha;ct_porc_surc;ct_porc_aspe;ct_porc_micr;ct_porc_gote;ct_porc_nebu;ct_porc_otro;ct_aferti;ct_forg;ct_cant1_fo;ct_umed1_fo;ct_cant2_fo;ct_umed2_fo;ct_cant3_fo;ct_umed3_fo;ct_fqui;ct_cantidad_npk_fq;ct_umed_npk_fq;ct_cantidad_nit_fq;ct_umed_nit_fq;ct_cantidad_fq;ct_umed_fq;ct_cantidad_pot_fq;ct_umed_pot_fq;ct_apliplagui;ct_porg;ct_cantidad_po;ct_umed_po;ct_pqui;ct_cantidad_her_pq;ct_umed_her_pq;ct_color_her_pq;ct_cantidad_ins_pq;ct_umed_ins_pq;ct_color_ins_pq;ct_cantidad_fun_pq;ct_umed_fun_pq;ct_color_fun_pq;ct_cantidad_pq;ct_umed_pq;ct_color_pq;ct_trabocacont;ct_trabfami;ct_piensasem_int;ct_supersem_int;ct_supersemha_int;ct_messiem_int;ct_condcult_int;ct_codcultiv1_int;ct_codcultiv2_int;ct_prod;ct_nclavr;ct_trs;ct_trc;ct_tro;ct_znd;ct_tn;superdida;ct_sequia;ct_helada;ct_plagas;ct_enfermedades;ct_inundacion;ct_otra;ct_secomun;ct_semejorada;ct_secertificada;ct_sehibrinac;ct_sehibrinter;ct_sriego;su_fertilizada;su_plaguicidas;Ventas;ct_nuevacondicion;fact_exp_fin
09045002019440004;GUAYAS;02;01944;0004;7;MAIZ DURO SECO (GRANO SECO);7;1; ;1;3;5;25;12;1;1; ;150;QUINTAL;100;GRANO SECO;6;150;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;1;SI;1; ; ; ; ; ;100;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;1;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ;1;1;1;MAYO;1;MAIZ DURO SECO (GRANO SECO); ;6,81818181818182;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1; ; ;1;1;1;6,81818181818182;SOLO;55,0057658760325
09045002020280002;GUAYAS;02;02028;0002;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;10;10; ;1000;QUINTAL;100;GRANO SECO;2;1000;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;1;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;3500;KILOGRAMO;1500;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;15;LITRO;VERDE;2,5;LITRO;VERDE; ; ; ; ; ;1;10;10;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;45,4545454545455;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;10; ; ; ;10;10;45,4545454545455;SOLO;22,4346333269878
09045002020280006;GUAYAS;02;02028;0006;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;7;7; ;700;QUINTAL;100;GRANO SECO;2;700;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1450;KILOGRAMO;1050;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;7;LITRO;VERDE;1,75;LITRO;VERDE; ; ; ; ; ;1;7;7;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;31,8181818181818;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;7; ; ; ;7;7;31,8181818181818;SOLO;62,4090758113792
09045002021070001;GUAYAS;02;02107;0001;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;2;1;25;7;3,08;3,08; ;450;QUINTAL;100;GRANO SECO;6;450;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;900;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;3;LITRO;VERDE; ; ; ; ; ; ;1; ;1;3,08;3,08;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;20,4545454545455;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;3,08; ; ; ; ;3,08;3,08;20,4545454545455;SOLO;33,7860591968436
09045002021070001;GUAYAS;02;02107;0001;2;FREJOL TIERNO (VAINA);3;1; ;1;1;10;25;12;,4;,4; ;500;ATADO;2;VAINA;6;500;ATADO;2;VAINA;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;20;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;,5;LITRO;VERDE; ; ; ; ; ; ;1; ;1;,4;,4;OCTUBRE;1;FREJOL SECO (VAINA SECA); ;,454545454545455;FREJOL TIERNO (VAINA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,4; ; ; ; ; ;,4;,4;,454545454545455;SOLO;100,270927378184
09045002022570001;GUAYAS;02;02257;0001;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;1;12;24;5;2,1168;2,1168; ;80;QUINTAL;100;GRANO SECO;1;80;QUINTAL;100;GRANO SECO;100; ;1; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AZUL;,05;LITRO;AZUL; ; ; ; ; ; ; ; ;1;3;2,1168;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;3,63636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;2,1168; ; ; ; ; ;2,1168;2,1168;3,63636363636364;SOLO;,723811294154237
09045002022570002;GUAYAS;02;02257;0002;1;MAIZ DURO SECO (GRANO SECO);2;1; ;1;2;1;25;6;2;2; ;90;QUINTAL;100;GRANO SECO;2;87;QUINTAL;100;GRANO SECO;100; ;2; ; ;1;2; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1200;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;1;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ;2; ; ; ; ; ; ;4,09090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2; ; ; ; ;2;2;3,95454545454545;SOLO;303,417846635221
09045002022570002;GUAYAS;02;02257;0002;2;MAIZ DURO SECO (GRANO SECO);3;1; ;1;2;1;25;6;4;4; ;180;QUINTAL;100;GRANO SECO;2;180;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2400;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AMARILLO;2;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ;1;4;4;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;8,18181818181818;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;4; ; ; ; ;4;4;8,18181818181818;SOLO;153,05574467627
09045002022570002;GUAYAS;02;02257;0002;3;MAIZ DURO SECO (GRANO SECO);3;1; ;1;2;12;24;6;2;2; ;90;QUINTAL;100;GRANO SECO;2;90;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;800;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;1;LITRO;AZUL;1;LITRO;AZUL; ; ; ; ; ;1;2;2;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;4,09090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2; ; ; ; ;2;2;4,09090909090909;SOLO;153,05574467627
09045002022570003;GUAYAS;02;02257;0003;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;2;1;25;7;2;2; ;160;QUINTAL;100;GRANO SECO;2;150;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;10; ; ;2; ;6;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;600;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;,5;LITRO;AZUL;,5;QUINTAL;AZUL; ; ; ; ; ;1;2;2;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;7,27272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2; ; ; ; ;2;2;6,81818181818182;SOLO;127,997453709654
09045002022570004;GUAYAS;02;02257;0004;1;FREJOL TIERNO (VAINA);1;1; ;1;1;5;25;10;,5;,5; ;1010;ATADO;3;VAINA;2;1000;ATADO;3;VAINA;100; ;2;10; ; ; ; ; ;2; ;6;SI;,5; ; ; ; ; ;100;SI;NO; ; ; ; ; ; ;SI;20;KILOGRAMO;30;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;,5;LITRO;AZUL;,25;LITRO;AZUL; ; ; ; ; ; ; ; ;1;,5;,5;MAYO;1;FREJOL TIERNO (VAINA); ;1,37727272727273;FREJOL TIERNO (VAINA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,5; ; ; ; ;,5;,5;,5;1,36363636363636;SOLO;52,3901152359235
09045002022570004;GUAYAS;02;02257;0004;2;ARROZ;2;1; ;1;1;1;25;4;,5;,5; ;38;SACA;120;EN CASCARA;2;30;SACA;120;EN CASCARA;100; ;1;8; ; ; ; ; ;2; ;7;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;30;KILOGRAMO;30;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;,5;LITRO;AZUL;,25;LITRO;AZUL; ; ; ; ; ; ; ; ;1;,5;,5;ENERO;1;ARROZ; ;2,07272727272727;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,5; ; ; ; ; ;,5;,5;1,63636363636364;SOLO;164,930013719129
09045002022570004;GUAYAS;02;02257;0004;3;MAIZ DURO SECO (GRANO SECO);2;1; ;1;2;8;25;12;,5;,5; ;40;QUINTAL;100;GRANO SECO;2;40;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;6;SI;,5; ; ; ; ; ;100;SI;NO; ; ; ; ; ; ;SI;30;KILOGRAMO;30;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;,5;LITRO;AZUL;,25;LITRO;AZUL; ; ; ; ; ; ; ; ;1;,5;,5;AGOSTO;1;MAIZ DURO SECO (GRANO SECO); ;1,81818181818182;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,5; ; ; ;,5;,5;,5;1,81818181818182;SOLO;164,930013719129
09045002022570004;GUAYAS;02;02257;0004;4;MAIZ DURO SECO (GRANO SECO);3;1; ;1;2;1;25;6;1;1; ;80;QUINTAL;100;GRANO SECO;2;80;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;6;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO;100;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AZUL;,5;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1;1;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;3,63636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;3,63636363636364;SOLO;179,287870771993
09045002022570004;GUAYAS;02;02257;0004;5;MAIZ DURO SECO (GRANO SECO);3;1; ;1;2;1;25;6;,25;,25; ;20;QUINTAL;100;GRANO SECO;2;20;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;6;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;75;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;AZUL;,12;LITRO;AZUL; ; ; ; ; ; ; ; ;1;,25;,25;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;,909090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,25; ; ; ; ;,25;,25;,909090909090909;SOLO;179,287870771993
09045002024060001;GUAYAS;02;02406;0001;1;MAIZ DURO SECO (GRANO SECO);3;1; ;1;2;1;25;7;6;6; ;600;QUINTAL;100;GRANO SECO;6;595;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;5; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2700;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6;LITRO;VERDE; ; ; ; ; ; ;5; ;1;6;6;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;27,2727272727273;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;6; ; ; ; ;6;6;27,0454545454545;SOLO;74,1134786826605
09045002024060002;GUAYAS;02;02406;0002;1;MAIZ DURO SECO (GRANO SECO);4;1; ;1;2;1;25;6;6;6; ;480;QUINTAL;100;GRANO SECO;6;470;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2700;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;6;LITRO;VERDE; ; ; ; ; ; ;6; ;1;6;6;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;21,8181818181818;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;6; ; ; ; ;6;6;21,3636363636364;SOLO;92,4982504820186
09045002024060004;GUAYAS;02;02406;0004;1;MAIZ DURO SECO (GRANO SECO);2;1; ;1;2;1;25;7;5;5; ;650;QUINTAL;100;GRANO SECO;6;640;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;5;LITRO;VERDE; ; ; ; ; ; ;2; ;1;5;5;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;29,5454545454545;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;5; ; ; ; ;5;5;29,0909090909091;SOLO;82,2981329199553
09045002025160001;GUAYAS;02;02516;0001;1;MAIZ DURO SECO (GRANO SECO);2;1; ;2;1;1;25;6;1;1; ;150;QUINTAL;100;GRANO SECO;6;150;QUINTAL;100;GRANO SECO;100; ;1; ; ; ; ; ; ;2; ;5;SI;1; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI;550;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AMARILLO;2;LITRO;AMARILLO; ; ; ; ; ; ;25; ;1;1;1;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;6,81818181818182;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;1; ; ; ; ;1;1;1;6,81818181818182;SOLO;73,8503338150437
09045002025160004;GUAYAS;02;02516;0004;1;YUCA;3;1; ;2;1;10;24;1;,15;,15; ;8;SACO;120;RAIZ FRESCA;1;7;SACO;120;RAIZ FRESCA;100; ;1;1; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;1;,15;,15;NOVIEMBRE;1;YUCA; ;,436363636363636;YUCA; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ; ;,15;,381818181818182;SOLO;98,2973408710581
09045002025160004;GUAYAS;02;02516;0004;2;YUCA;3;1; ;2;1;1;25;4;,15;,15; ;9;SACO;120;RAIZ FRESCA;1;7;SACO;120;RAIZ FRESCA;100; ;1;2; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;1;,15;,15;ENERO;1;YUCA; ;,490909090909091;YUCA; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ; ;,15;,381818181818182;SOLO;98,2973408710581
09045002025160004;GUAYAS;02;02516;0004;3;YUCA;3;1; ;2;1;5;25;8;,15;,15; ;8;SACO;120;RAIZ FRESCA;1;7;SACO;120;RAIZ FRESCA;100; ;1;1; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;1;,15;,15;MAYO;1;YUCA; ;,436363636363636;YUCA; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,15; ; ; ; ; ; ;,15;,381818181818182;SOLO;98,2973408710581
09045002025160007;GUAYAS;02;02516;0007;1;MAIZ DURO SECO (GRANO SECO);2;1; ;2;3;1;25;7;2,23;2,23; ;280;QUINTAL;100;GRANO SECO;2;277;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;3; ; ;2; ;7;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;450;KILOGRAMO;900;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AMARILLO;3;LITRO;AZUL; ; ; ; ; ; ;2; ;1;2,23;2,23;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;12,7272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,23; ; ; ;2,23;2,23;12,5909090909091;SOLO;5,88868957331439
09045002027930004;GUAYAS;02;02793;0004;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;2;1;25;6;2,5;2,5; ;350;QUINTAL;100;GRANO SECO;6;345;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;5; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;450;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;3,5;LITRO;AMARILLO; ; ; ; ; ; ;3; ;1;2,5;2,5;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;15,9090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2,5; ; ; ; ;2,5;2,5;15,6818181818182;SOLO;61,3130936964843
09045002028350001;GUAYAS;02;02835;0001;1;ARROZ;2;1; ;1;2;6;25;9;5;5; ;225;SACA;210;EN CASCARA;6;220;SACA;210;EN CASCARA;100; ;2;5; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2000;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;7;LITRO;AMARILLO;4;LITRO;AMARILLO; ; ; ; ; ; ;5; ;1;5;5;JUNIO;1;ARROZ; ;21,4772727272727;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;5; ; ; ; ;5;5;21;SOLO;17,0219077462794
09045002028350001;GUAYAS;02;02835;0001;2;MAIZ DURO SECO (GRANO SECO);3;1; ;1;2;4;25;10;1;1; ;60;QUINTAL;100;GRANO SECO;6;55;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;5; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;2;LITRO;AZUL; ; ; ; ; ; ; ; ;1;1;1;ABRIL;1;MAIZ DURO SECO (GRANO SECO); ;2,72727272727273;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;2,5;SOLO;23,7882960325607
09045002028350003;GUAYAS;02;02835;0003;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;4;25;10;4;4; ;280;QUINTAL;100;GRANO SECO;4;270;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;10; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1600;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ;26; ;1;4;4;ABRIL;1;MAIZ DURO SECO (GRANO SECO); ;12,7272727272727;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;4; ; ; ;4;4;12,2727272727273;SOLO;6,48864312278384
09045002029270003;GUAYAS;02;02927;0003;1;ARROZ;2;1; ;1;1;12;24;5;,1;,1; ;5;SACA;110;EN CASCARA;6; ; ; ; ; ; ; ;5; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;20;LIBRA; ; ; ; ;SI;NO; ; ;SI;,2;LITRO;AMARILLO;,2;KILOGRAMO;AZUL; ; ; ; ; ; ; ; ;1;,1;,1;DICIEMBRE;1;ARROZ; ;,25;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,1; ; ; ; ; ;,1;,1; ;SOLO;74,0201046973771
09045002029270003;GUAYAS;02;02927;0003;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;1;7;25;12;,1;,1; ;3;SACA;120;GRANO SECO;6; ; ; ; ; ; ; ; ; ; ;3; ; ;2; ;5;SI;,1; ; ; ; ; ;100;SI;NO; ; ; ; ; ; ;SI; ; ;20;LIBRA; ; ; ; ;SI;NO; ; ;SI;,2;LITRO;AMARILLO;,2;KILOGRAMO;AZUL; ; ; ; ; ; ; ; ;1;,1;,1;JULIO;1;MAIZ DURO SECO (GRANO SECO); ;,163636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,1; ; ; ; ;,1;,1;,1; ;SOLO;74,0201046973771
09045002029270006;GUAYAS;02;02927;0006;1;ARROZ;1;1; ;1;1;1;25;4;,7;,7; ;8;SACA;220;EN CASCARA;2;8;SACA;220;EN CASCARA;100; ;2; ; ; ; ; ; ;2; ;7;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;4;LITRO;VERDE;,25;LITRO;AZUL; ; ; ; ; ;1;,7;,7;ENERO;1;ARROZ; ;,8;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;,7; ; ; ; ; ;,7;,7;,8;SOLO;64,5517400598096
09045002029270006;GUAYAS;02;02927;0006;2;MAIZ DURO SECO (GRANO SECO);1;1; ;1;2;4;25;10;,7;,01;1;1;QUINTAL;100;GRANO SECO;1; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ;7;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;50;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;2;LITRO;VERDE;,25;LITRO;AZUL; ; ; ; ; ;1;,7;,7;ABRIL;1;MAIZ DURO SECO (GRANO SECO); ;,0454545454545455;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,69;,69; ; ; ; ; ; ;,7; ; ; ; ;,7;,7; ;SOLO;64,5517400598096
09045002029270011;GUAYAS;02;02927;0011;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;2;1;25;8;1;1; ;120;QUINTAL;100;GRANO SECO;6;120;QUINTAL;100;GRANO SECO;100; ;1; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;200;KILOGRAMO;200;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;1,5;LITRO;AMARILLO; ; ; ; ; ; ;2; ;1;1;1;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;5,45454545454545;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1;5,45454545454545;SOLO;62,8695531457172
09045002029270011;GUAYAS;02;02927;0011;2;MAIZ DURO SECO (GRANO SECO);2;1; ;1;2;1;25;8;2,74;2,74; ;328;QUINTAL;100;GRANO SECO;6;323;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;5; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;500;KILOGRAMO;500;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;4,11;LITRO;AMARILLO; ; ; ; ; ; ;3; ;1;2,74;2,74;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;14,9090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;2,74; ; ; ; ;2,74;2,74;14,6818181818182;SOLO;47,9794819137656
09045002029270012;GUAYAS;02;02927;0012;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;1;1; ;100;QUINTAL;100;GRANO SECO;1;92;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;8; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;150;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;VERDE;1;LITRO;VERDE;,25;LITRO;VERDE; ; ; ; ; ;1;1;1;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;4,54545454545455;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1;4,18181818181818;SOLO;58,7203527814881
