Identificador;ual_prov;ual_estr;ual_segm;al_ncues;ct_numl;rc_clacul;ct_numt;ct_k504;ct_k505;ct_prepa_suelo;ct_k506;ct_k507;ct_k508;ct_k509;ct_k510ha;ct_k511ha;ct_k512;ct_k516;ct_k517;ct_k518;ct_k520;ct_afecta_prod;ct_k522;ct_k523;ct_k524;ct_k526;ct_venmernac;ct_venmerint;ct_vencenacop;ct_rdproven1;ct_rdproven2;ct_rdproven3;ct_rdproven4;ct_rdproven5;ct_rdproven6;ct_sdrenaje;ct_psdrenaje;ct_presueuti;ct_riego;ct_superf_regada_ha;ct_porc_surc;ct_porc_aspe;ct_porc_micr;ct_porc_gote;ct_porc_nebu;ct_porc_otro;ct_aferti;ct_forg;ct_cant1_fo;ct_umed1_fo;ct_cant2_fo;ct_umed2_fo;ct_cant3_fo;ct_umed3_fo;ct_fqui;ct_cantidad_npk_fq;ct_umed_npk_fq;ct_cantidad_nit_fq;ct_umed_nit_fq;ct_cantidad_fq;ct_umed_fq;ct_cantidad_pot_fq;ct_umed_pot_fq;ct_apliplagui;ct_porg;ct_cantidad_po;ct_umed_po;ct_pqui;ct_cantidad_her_pq;ct_umed_her_pq;ct_color_her_pq;ct_cantidad_ins_pq;ct_umed_ins_pq;ct_color_ins_pq;ct_cantidad_fun_pq;ct_umed_fun_pq;ct_color_fun_pq;ct_cantidad_pq;ct_umed_pq;ct_color_pq;ct_trabocacont;ct_trabfami;ct_piensasem_int;ct_supersem_int;ct_supersemha_int;ct_messiem_int;ct_condcult_int;ct_codcultiv1_int;ct_codcultiv2_int;ct_prod;ct_nclavr;ct_trs;ct_trc;ct_tro;ct_znd;ct_tn;superdida;ct_sequia;ct_helada;ct_plagas;ct_enfermedades;ct_inundacion;ct_otra;ct_secomun;ct_semejorada;ct_secertificada;ct_sehibrinac;ct_sehibrinter;ct_sriego;su_fertilizada;su_plaguicidas;Ventas;ct_nuevacondicion;fact_exp_fin
09045002029270014;GUAYAS;02;02927;0014;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;6;,7;,7; ;100;QUINTAL;100;GRANO SECO;6;96;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ;4; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;50;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;1,5;LITRO;AMARILLO;,25;LITRO;AMARILLO; ; ; ; ; ;1;,7;,7;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;4,54545454545455;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,7; ; ; ;,7;,7;4,36363636363636;SOLO;74,408152428425
09045002029270015;GUAYAS;02;02927;0015;1;MAIZ DURO SECO (GRANO SECO);3;1; ;1;3;1;25;8;,7;,7; ;68;QUINTAL;100;GRANO SECO;2;68;QUINTAL;100;GRANO SECO;100; ;2; ; ; ; ; ; ;2; ;5;SI;,7; ; ;100; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;300;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;1,5;LITRO;VERDE;,25;LITRO;VERDE; ; ; ; ; ;1;,7;,7;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;3,09090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,7; ; ;,7;,7;,7;3,09090909090909;SOLO;55,869172077614
09045002029270016;GUAYAS;02;02927;0016;1;MAIZ DURO SECO (GRANO SECO);2;1; ;1;3;1;25;6;1;1; ;130;QUINTAL;100;GRANO SECO;2;128;QUINTAL;100;GRANO SECO;100; ;2; ; ; ;2; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO;150;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI; ; ; ;1,5;LITRO;VERDE;,25;LITRO;VERDE; ; ; ; ; ;1;1;1;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;5,90909090909091;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1;5,81818181818182;SOLO;42,0148979598782
09055002034450003;GUAYAS;02;03445;0003;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;3;1;25;4;2;2; ;200;QUINTAL;100;GRANO SECO;2;170;QUINTAL;100;GRANO SECO;100; ;1; ; ; ;30; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;650;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AZUL;2;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ;1;2;2;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;9,09090909090909;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ; ;2;2;7,72727272727273;SOLO;85,9804633577675
09055002034450004;GUAYAS;02;03445;0004;1;MAIZ DURO SECO (GRANO SECO);1;1; ;1;4;1;25;6;,5;,5; ;80;QUINTAL;100;GRANO SECO;2;80;QUINTAL;100;GRANO SECO;100; ;1; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;35;KILOGRAMO; ; ; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;,5;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,5;,5;ENERO;1;MAIZ DURO SECO (GRANO SECO); ;3,63636363636364;MAIZ DURO SECO (GRANO SECO); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ; ;,5; ; ;,5;,5;3,63636363636364;SOLO;125,800223809074
09055002034450004;GUAYAS;02;03445;0004;2;ARROZ;2;1; ;1;2;2;25;4;,5;,5; ;40;SACA;220;EN CASCARA;2;40;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;5;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;27,5;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1;LITRO;AMARILLO;,5;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;,5;,5;ENERO;1;ARROZ; ;4;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;,5; ; ; ; ;,5;,5;4;SOLO;166,477327216165
09055002038090001;GUAYAS;02;03809;0001;1;ARROZ;1;1; ;1;3;2;25;6;2;2; ;110;SACA;220;EN CASCARA;2;105;SACA;220;EN CASCARA;100; ;2;5; ; ; ; ; ;2; ;1;SI;2;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;320;KILOGRAMO;350;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ; ; ; ;1;2;2;FEBRERO;1;ARROZ; ;11;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;2;2;10,5;SOLO;2,72652037027495
09055002038090001;GUAYAS;02;03809;0001;2;ARROZ;1;1; ;1;3;8;25;12;2;2; ;120;SACA;220;EN CASCARA;2;115;SACA;220;EN CASCARA;100; ;2;5; ; ; ; ; ;2; ;1;SI;2;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;320;KILOGRAMO;350;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;4;LITRO;AZUL;2;LITRO;AZUL; ; ; ; ; ; ; ; ;1;2;2;AGOSTO;1;ARROZ; ;12;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;2;2;11,5;SOLO;2,72652037027495
09055002038090002;GUAYAS;02;03809;0002;1;ARROZ;2;1; ;1;3;2;25;5;4;4; ;160;SACA;220;EN CASCARA;2;155;SACA;220;EN CASCARA;100; ;1;5; ; ; ; ; ;2; ;1;SI;4;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO;1000;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AZUL;4;LITRO;AZUL; ; ; ; ; ; ; ; ;1;4;4;FEBRERO;1;ARROZ; ;16;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;4; ; ;4;4;4;15,5;SOLO;2,25116189974133
09055002038090002;GUAYAS;02;03809;0002;2;ARROZ;2;1; ;1;3;6;25;10;4;4; ;152;SACA;220;EN CASCARA;2;149;SACA;220;EN CASCARA;100; ;1;3; ; ; ; ; ;2; ;1;SI;4;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;1000;KILOGRAMO;1000;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;8;LITRO;AZUL;4;LITRO;AZUL; ; ; ; ; ; ; ; ;1;4;4;JUNIO;1;ARROZ; ;15,2;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;4; ; ;4;4;4;14,9;SOLO;2,25116189974133
09055002038090003;GUAYAS;02;03809;0003;1;ARROZ;1;1; ;1;3;12;24;4;6;6; ;300;SACA;220;EN CASCARA;2;280;SACA;220;EN CASCARA;100; ;1;20; ; ; ; ; ;2; ;1;SI;6;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;165;KILOGRAMO;165;KILOGRAMO; ; ;165;KILOGRAMO;SI;NO; ; ;SI;6;LITRO;AZUL;1,2;LITRO;AZUL;1,8;LITRO;AMARILLO; ; ; ; ; ;1;6;6;ABRIL;1;ARROZ; ;30;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;6; ; ;6;6;6;28;SOLO;37,2296226898398
09055002038090003;GUAYAS;02;03809;0003;2;ARROZ;1;1; ;1;3;5;25;9;6;6; ;360;SACA;220;EN CASCARA;2;360;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;6;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;165;KILOGRAMO;165;KILOGRAMO; ; ;165;KILOGRAMO;SI;NO; ; ;SI;6;LITRO;AZUL;1,2;LITRO;AZUL;1,8;LITRO;AMARILLO; ; ; ; ; ;1;6;6;AGOSTO;1;ARROZ; ;36;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;6; ; ;6;6;6;36;SOLO;37,2296226898398
09055002038090003;GUAYAS;02;03809;0003;3;ARROZ;2;1; ;1;3;2;25;5;1,75;1,75; ;80;SACA;220;EN CASCARA;2;80;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;2;SI;1,75;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;KILOGRAMO;150;KILOGRAMO; ; ;150;KILOGRAMO;SI;NO; ; ;SI;2;LITRO;AZUL;,4;LITRO;AZUL;,6;KILOGRAMO;AMARILLO; ; ; ; ; ;1;1,75;1,75;JUNIO;1;ARROZ; ;8;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,75; ; ;1,75;1,75;1,75;8;SOLO;96,7519407821601
09055002038090003;GUAYAS;02;03809;0003;4;ARROZ;2;1; ;1;3;8;25;12;1,75;1,75; ;80;SACA;220;EN CASCARA;2;80;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;2;SI;1,75;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;100;LITRO;150;KILOGRAMO; ; ;150;KILOGRAMO;SI;NO; ; ;SI;2;KILOGRAMO;AZUL;,4;LITRO;AZUL;,6;LITRO;AMARILLO; ; ; ; ; ;1;1,75;1,75;OCTUBRE;1;ARROZ; ;8;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,75; ; ;1,75;1,75;1,75;8;SOLO;96,7519407821601
09055002038090004;GUAYAS;02;03809;0004;1;ARROZ;1;1; ;1;3;1;25;4;2;2; ;90;SACA;220;EN CASCARA;2;90;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;2;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;37,5;KILOGRAMO;37,5;KILOGRAMO; ; ;37,5;KILOGRAMO;SI;NO; ; ;SI;2;LITRO;AMARILLO;2;LITRO;AMARILLO;3;KILOGRAMO;AZUL;,6;LITRO;AMARILLO; ; ;1;2;2;ENERO;1;ARROZ; ;9;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ; ;2;2;9;SOLO;49,7870089531028
09055002038090005;GUAYAS;02;03809;0005;1;ARROZ;1;1; ;1;1;8;24;1;3;3; ;150;SACA;220;EN CASCARA;2;150;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;2;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;180;KILOGRAMO;360;KILOGRAMO;180;KILOGRAMO; ; ;SI;NO; ; ;SI;2;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ;0; ;1;3;3;AGOSTO;1;ARROZ; ;15;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;3; ; ; ; ; ;3;3;15;SOLO;34,2461823843002
09055002038090005;GUAYAS;02;03809;0005;2;ARROZ;1;1; ;1;1;3;25;8;3;3; ;198;SACA;220;EN CASCARA;2;190;SACA;220;EN CASCARA;100; ;1;8; ; ; ; ; ;2; ;1;SI;3;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;120;KILOGRAMO;240;KILOGRAMO;120;KILOGRAMO; ; ;SI;NO; ; ;SI;1,5;QUINTAL;AMARILLO;8;LITRO;AZUL; ; ; ; ; ; ; ; ;1;3;3;MARZO;1;ARROZ; ;19,8;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;3; ; ; ; ;3;3;3;19;SOLO;34,2461823843002
09055002038090005;GUAYAS;02;03809;0005;3;ARROZ;2;1; ;1;1;8;24;1;4,5;4,5; ;225;SACA;220;EN CASCARA;2;225;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;2;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;180;KILOGRAMO;360;KILOGRAMO;180;KILOGRAMO; ; ;SI;NO; ; ;SI;5;LITRO;AMARILLO;1,5;LITRO;AZUL; ; ; ; ; ; ; ; ;1;4,5;4,5;AGOSTO;1;ARROZ; ;22,5;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;4,5; ; ; ; ; ;4,5;4,5;22,5;SOLO;58,2291490286033
09055002038090005;GUAYAS;02;03809;0005;4;ARROZ;2;1; ;1;1;3;25;5;4,5;4,5; ;302;SACA;220;EN CASCARA;2;287;SACA;220;EN CASCARA;100; ;1;15; ; ; ; ; ;2; ;1;SI;4,5;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;160;KILOGRAMO;480;KILOGRAMO;160;KILOGRAMO; ; ;SI;NO; ; ;SI;7;LITRO;AMARILLO;1,45;LITRO;AZUL; ; ; ; ; ; ; ; ;1;4,5;4,5;MARZO;1;ARROZ; ;30,2;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;4,5; ; ; ; ;4,5;4,5;4,5;28,7;SOLO;58,2291490286033
09055002038090006;GUAYAS;02;03809;0006;1;ARROZ;1;1; ;1;3;1;25;5;2,25;2,25; ;120;SACA;220;EN CASCARA;6;120;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;2;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO;300;KILOGRAMO; ; ;300;KILOGRAMO;SI;NO; ; ;SI;2;LITRO;AZUL;2;LITRO;AZUL;2,25;KILOGRAMO;AZUL; ; ; ; ; ;1;12,25;12,25;ENERO;1;ARROZ; ;12;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,25; ; ; ;2,25;2,25;12;SOLO;78,7646349556555
09055002038090006;GUAYAS;02;03809;0006;2;ARROZ;1;1; ;1;3;7;25;11;2,25;2,25; ;120;SACA;220;EN CASCARA;6;120;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;300;KILOGRAMO;300;KILOGRAMO; ; ;300;KILOGRAMO;SI;NO; ; ;SI;2;LITRO;AMARILLO;2;LITRO;AZUL;2,25;KILOGRAMO;AZUL; ; ; ; ; ;1;2,25;2,25;JULIO;1;ARROZ; ;12;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,25; ; ; ;2,25;2,25;12;SOLO;78,7646349556555
09055002038090006;GUAYAS;02;03809;0006;3;ARROZ;2;1; ;1;3;1;25;5;1,25;1,25; ;63;SACA;220;EN CASCARA;6;63;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;2;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;150;KILOGRAMO; ; ;150;KILOGRAMO;SI;NO; ; ;SI;1;LITRO;AZUL;1;LITRO;AZUL;1,25;KILOGRAMO;AZUL; ; ; ; ; ;1;1,25;1,25;JULIO;1;ARROZ; ;6,3;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,25; ; ; ;1,25;1,25;6,3;SOLO;82,6960758681449
09055002038090006;GUAYAS;02;03809;0006;4;ARROZ;2;1; ;1;3;2;25;7;1,25;1,25; ;60;SACA;220;EN CASCARA;6;60;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;150;KILOGRAMO;150;KILOGRAMO; ; ;150;KILOGRAMO;SI;NO; ; ;SI;1;LITRO;AZUL;1;LITRO;AZUL;1,25;KILOGRAMO;AZUL; ; ; ; ; ;1;1,25;1,25;JULIO;1;ARROZ; ;6;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,25; ; ; ;1,25;1,25;6;SOLO;82,6960758681449
09055002038090006;GUAYAS;02;03809;0006;5;ARROZ;3;1; ;1;3;2;25;6;2,5;2,5; ;90;SACA;220;EN CASCARA;6;90;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;350;KILOGRAMO;350;KILOGRAMO; ; ;350;KILOGRAMO;SI;NO; ; ;SI;1;LITRO;AZUL;1,5;LITRO;AZUL;1;KILOGRAMO;AZUL; ; ; ; ; ;1;2,5;2,5;FEBRERO;1;ARROZ; ;9;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2,5; ; ; ;2,5;2,5;9;SOLO;54,3565620219895
09055002038090007;GUAYAS;02;03809;0007;1;ARROZ;1;1; ;1;3;2;25;6;1,25;1,25; ;59;SACA;220;EN CASCARA;2;59;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;1,25;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;375;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1,87;LITRO;AZUL;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;1,25;1,25;FEBRERO;1;ARROZ; ;5,9;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,25; ; ;1,25;1,25;1,25;5,9;SOLO;66,9141746464289
09055002038090007;GUAYAS;02;03809;0007;2;ARROZ;1;1; ;1;3;8;25;12;1,25;1,25; ;48;SACA;220;EN CASCARA;2;48;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;1,25;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;375;KILOGRAMO;250;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;1,87;LITRO;AZUL;1;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;1,25;1,25;AGOSTO;1;ARROZ; ;4,8;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,25; ; ;1,25;1,25;1,25;4,8;SOLO;66,9141746464289
09055002038090007;GUAYAS;02;03809;0007;3;ARROZ;2;1; ;1;3;2;25;6;2;2; ;104;SACA;220;EN CASCARA;2;100;SACA;220;EN CASCARA;100; ;1;4; ; ; ; ; ;2; ;1;SI;2;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;600;KILOGRAMO;400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AMARILLO;2;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;2;2;FEBRERO;1;ARROZ; ;10,4;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;2;2;10;SOLO;9,28307184599216
09055002038090007;GUAYAS;02;03809;0007;4;ARROZ;2;1; ;1;3;8;25;12;2;2; ;78;SACA;220;EN CASCARA;2;78;SACA;220;EN CASCARA;100; ; ; ; ; ; ; ; ;2; ;1;SI;2;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;600;KILOGRAMO;400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;3;LITRO;AMARILLO;2;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;2;2;AGOSTO;1;ARROZ; ;7,8;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;2;2;7,8;SOLO;9,28307184599216
09055002038090007;GUAYAS;02;03809;0007;5;ARROZ;3;1; ;1;3;2;25;6;7;7; ;96;SACA;220;EN CASCARA;2;96;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;7;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2100;KILOGRAMO;1400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;10,5;LITRO;AZUL;8;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;7;7;FEBRERO;1;ARROZ; ;9,6;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;7; ; ;7;7;7;9,6;SOLO;52,6619575805035
09055002038090007;GUAYAS;02;03809;0007;6;ARROZ;3;1; ;1;3;8;25;12;7;7; ;74;SACA;220;EN CASCARA;2;74;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;7;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2100;KILOGRAMO;1400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;10,5;LITRO;AZUL;8;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;7;7;AGOSTO;1;ARROZ; ;7,4;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;7; ; ;7;7;7;7,4;SOLO;52,6619575805035
09055002038090007;GUAYAS;02;03809;0007;7;ARROZ;4;1; ;1;3;2;25;6;7;7; ;110;SACA;220;EN CASCARA;2;110;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;7;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2100;KILOGRAMO;1400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;10,5;LITRO;AZUL;8;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;7;7;FEBRERO;1;ARROZ; ;11;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;7; ; ;7;7;7;11;SOLO;21,3125515084755
09055002038090007;GUAYAS;02;03809;0007;8;ARROZ;4;1; ;1;3;8;25;12;7;7; ;74;SACA;220;EN CASCARA;2;74;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;7;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;2100;KILOGRAMO;1400;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;10,5;LITRO;AZUL;8;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;7;7;AGOSTO;1;ARROZ; ;7,4;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;7; ; ;7;7;7;7,4;SOLO;21,3125515084755
09055002038090007;GUAYAS;02;03809;0007;9;ARROZ;5;1; ;1;3;2;25;6;2;2; ;100;SACA;220;EN CASCARA;2;100;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;2;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;594;KILOGRAMO;396;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,97;LITRO;AZUL;3;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;2;2;FEBRERO;1;ARROZ; ;10;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;2;2;10;SOLO;50,8531700941567
09055002038090007;GUAYAS;02;03809;0007;10;ARROZ;5;1; ;1;3;8;25;12;2;2; ;76;SACA;220;EN CASCARA;2;76;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;2;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;594;KILOGRAMO;396;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,97;LITRO;AZUL;3;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;2;2;AGOSTO;1;ARROZ; ;7,6;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;2;2;7,6;SOLO;50,8531700941567
09055002038090007;GUAYAS;02;03809;0007;11;ARROZ;6;1; ;1;3;2;25;6;1,98;1,98; ;99;SACA;220;EN CASCARA;2;99;SACA;220;EN CASCARA;100; ;1; ; ; ; ; ; ;2; ;1;SI;1,98;100; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI;590;KILOGRAMO;396;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;2,9;LITRO;AZUL;3;LITRO;AMARILLO; ; ; ; ; ; ; ; ;1;1,98;1,98;FEBRERO;1;ARROZ; ;9,9;ARROZ (EN CÁSCARA); ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1,98; ; ;1,98;1,98;1,98;9,9;SOLO;1,86919456306508
