Identificador;ual_prov;ual_estr;ual_segm;al_ncues;su_numl;rc_clacul;su_numt;su_k202ha;su_categoria;su_tenencia;ual_trs;ual_trc;ual_tro;ual_znd;ual_tn;us_k301ha;us_k302ha;us_k303ha;us_k304ha;us_k305ha;us_k306ha;us_k307ha;us_k308ha;us_k309ha;us_k310ha;us_transiha;us_montesha;supertotal;fact_exp_fin
12115052000990316;LOS RÍOS;52;00099;0316;2;OTROS USOS;2;1;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1; ; ;1;1
12105152000990318;LOS RÍOS;52;00099;0318;1;BANANO DE EXPORTACION;1;120;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;120; ; ; ; ; ; ; ; ; ; ; ;120;1
12105152000990318;LOS RÍOS;52;00099;0318;2;PALMA AFRICANA;2;30;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;30; ; ; ; ; ; ; ; ; ; ; ;30;1
12105152000990318;LOS RÍOS;52;00099;0318;3;OTROS USOS;3;10;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;10; ; ;10;1
12055054000992198;LOS RÍOS;54;00099;2198;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;305;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;305; ; ; ; ; ; ; ; ; ; ; ;305;1
12055054000992198;LOS RÍOS;54;00099;2198;2;OTROS USOS;2;1;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1; ; ;1;1
12115054000992214;LOS RÍOS;54;00099;2214;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;10;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10; ; ; ; ; ; ; ; ; ; ; ;10;1
12115054000992214;LOS RÍOS;54;00099;2214;2;PALMA AFRICANA;2;60;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;60; ; ; ; ; ; ; ; ; ; ; ;60;1
12115054000992214;LOS RÍOS;54;00099;2214;3;PLATANO;3;10;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10; ; ; ; ; ; ; ; ; ; ; ;10;1
12115054000992214;LOS RÍOS;54;00099;2214;4;PLATANO;4;20;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20; ; ; ; ; ; ; ; ; ; ; ;20;1
12115054000992214;LOS RÍOS;54;00099;2214;5;PLATANO;5;2;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2; ; ; ; ; ; ; ; ; ; ; ;2;1
12115054000992214;LOS RÍOS;54;00099;2214;6;BOSQUES ARTIFICIALES;6;80;BOSQUES ARTIFICIALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;80; ; ;80;80;1
12115054000992214;LOS RÍOS;54;00099;2214;7;OTROS USOS;7;7;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;7; ; ;7;1
12125054000992230;LOS RÍOS;54;00099;2230;1;BANANO DE EXPORTACION;1;355;PERMANENTE O PERENNE;HERENCIA; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;355; ; ; ; ; ; ; ; ; ; ; ;355;1
12125054000992230;LOS RÍOS;54;00099;2230;2;OTROS USOS;2;5;OTROS USOS;HERENCIA; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;5; ; ;5;1
12115054000992240;LOS RÍOS;54;00099;2240;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12035054000994036;LOS RÍOS;54;00099;4036;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;8;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;8; ; ; ; ; ; ; ; ; ; ; ;8;1
12035054000994036;LOS RÍOS;54;00099;4036;2;BRACHIARIA;2;1;PASTO CULTIVADO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;1; ; ; ; ; ; ; ;1;1
12035054000994037;LOS RÍOS;54;00099;4037;1;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);1;1,99;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1,99; ; ; ; ; ; ; ; ; ; ; ;1,99;1
12035054000994037;LOS RÍOS;54;00099;4037;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12015354000994114;LOS RÍOS;54;00099;4114;1;DESCANSO;1;21;DESCANSO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;21; ; ; ; ; ; ; ; ;21;1
12105155000994026;LOS RÍOS;55;00099;4026;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;20;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20; ; ; ; ; ; ; ; ; ; ; ;20;1
12105155000994026;LOS RÍOS;55;00099;4026;2;YUCA;2;19,5;TRANSITORIO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;19,5; ; ; ; ; ; ; ; ;19,5; ;19,5;1
12105155000994026;LOS RÍOS;55;00099;4026;3;OTROS USOS;3;,5;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,5; ; ;,5;1
12045056000990012;LOS RÍOS;56;00099;0012;1;PALMA AFRICANA;1;1040;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1040; ; ; ; ; ; ; ; ; ; ; ;1040;1
12045056000990012;LOS RÍOS;56;00099;0012;2;OTROS USOS;2;10;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;10; ; ;10;1
12015456000993429;LOS RÍOS;56;00099;3429;1;CAÑA DE AZÚCAR / AZÚCAR;1;1021,12;PERMANENTE O PERENNE;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;1021,12; ; ; ; ; ; ; ; ; ; ; ;1021,12;1
12015456000993429;LOS RÍOS;56;00099;3429;2;CAÑA DE AZÚCAR / AZÚCAR;2;340,26;PERMANENTE O PERENNE;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;340,26; ; ; ; ; ; ; ; ; ; ; ;340,26;1
12015456000993429;LOS RÍOS;56;00099;3429;3;OTROS USOS;3;397,12;OTROS USOS;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;397,12; ; ;397,12;1
12115057000992245;LOS RÍOS;57;00099;2245;1;BARBECHO O RASTROJO;1;25;BARBECHO;ARRENDATARIO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;25; ; ; ; ; ; ; ;25; ;25;1
12105157000992247;LOS RÍOS;57;00099;2247;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12035057000992248;LOS RÍOS;57;00099;2248;1;BANANO DE EXPORTACION;1;400;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;400; ; ; ; ; ; ; ; ; ; ; ;400;1
12115057000992249;LOS RÍOS;57;00099;2249;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12035057000992251;LOS RÍOS;57;00099;2251;1;BARBECHO O RASTROJO;1;184,97;BARBECHO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;184,97; ; ; ; ; ; ; ;184,97; ;184,97;1
12035057000992251;LOS RÍOS;57;00099;2251;2;OTROS USOS;2;,03;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,03; ; ;,03;1
12125057000992252;LOS RÍOS;57;00099;2252;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;10,5;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10,5; ; ; ; ; ; ; ; ; ; ; ;10,5;1
12125057000992252;LOS RÍOS;57;00099;2252;2;OTROS USOS;2;,5;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,5; ; ;,5;1
12105057000992253;LOS RÍOS;57;00099;2253;1;BARBECHO O RASTROJO;1;270;BARBECHO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;270; ; ; ; ; ; ; ;270; ;270;1
12105057000992253;LOS RÍOS;57;00099;2253;2;MONTES Y BOSQUES NATURALES;2;125;MONTES Y BOSQUES NATURALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;125; ; ; ;125;125;1
12105057000992253;LOS RÍOS;57;00099;2253;3;OTROS USOS;3;5;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;5; ; ;5;1
12105057000992258;LOS RÍOS;57;00099;2258;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;13,5;PERMANENTE O PERENNE;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;13,5; ; ; ; ; ; ; ; ; ; ; ;13,5;1
12105057000992258;LOS RÍOS;57;00099;2258;2;BARBECHO O RASTROJO;2;96;BARBECHO;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;96; ; ; ; ; ; ; ;96; ;96;1
12105057000992258;LOS RÍOS;57;00099;2258;3;SABOYA;3;2,5;PASTO CULTIVADO;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;2,5; ; ; ; ; ; ; ;2,5;1
12105057000992258;LOS RÍOS;57;00099;2258;4;BOSQUES ARTIFICIALES;4;25;BOSQUES ARTIFICIALES;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;25; ; ;25;25;1
12105057000992258;LOS RÍOS;57;00099;2258;5;OTROS USOS;5;13;OTROS USOS;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;13; ; ;13;1
12105057000992262;LOS RÍOS;57;00099;2262;1;BOSQUES ARTIFICIALES;1;105;BOSQUES ARTIFICIALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;105; ; ;105;105;1
12105057000992262;LOS RÍOS;57;00099;2262;2;BOSQUES ARTIFICIALES;2;105;BOSQUES ARTIFICIALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;105; ; ;105;105;1
12105057000992262;LOS RÍOS;57;00099;2262;3;MONTES Y BOSQUES NATURALES;3;80;MONTES Y BOSQUES NATURALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;80; ; ; ;80;80;1
12105057000992262;LOS RÍOS;57;00099;2262;4;OTROS USOS;4;16;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;16; ; ;16;1
12075257000992267;LOS RÍOS;57;00099;2267;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12105057000992268;LOS RÍOS;57;00099;2268;1;MAIZ DURO SECO (GRANO SECO);1;56;TRANSITORIO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;56; ; ; ; ; ; ; ; ;56; ;56;1
12105057000992268;LOS RÍOS;57;00099;2268;2;MONTES Y BOSQUES NATURALES;2;30;MONTES Y BOSQUES NATURALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;30; ; ; ;30;30;1
12105057000992268;LOS RÍOS;57;00099;2268;3;OTROS USOS;3;2;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;1
12105057000992269;LOS RÍOS;57;00099;2269;1;MAIZ DURO SECO (GRANO SECO);1;99,5;TRANSITORIO;ARRENDATARIO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;99,5; ; ; ; ; ; ; ; ;99,5; ;99,5;1
12105057000992269;LOS RÍOS;57;00099;2269;2;OTROS USOS;2;,5;OTROS USOS;ARRENDATARIO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,5; ; ;,5;1
12095057000992271;LOS RÍOS;57;00099;2271;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12105057000992273;LOS RÍOS;57;00099;2273;1;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);1;10;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;10; ; ; ; ; ; ; ; ; ; ; ;10;1
12105057000992273;LOS RÍOS;57;00099;2273;2;PALMA AFRICANA;2;65;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;65; ; ; ; ; ; ; ; ; ; ; ;65;1
12105057000992273;LOS RÍOS;57;00099;2273;3;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);3;20;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;20; ; ; ; ; ; ; ; ; ; ; ;20;1
12105057000992273;LOS RÍOS;57;00099;2273;4;PLATANO;4;3;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;3; ; ; ; ; ; ; ; ; ; ; ;3;1
12105057000992273;LOS RÍOS;57;00099;2273;5;YUCA;5;20;TRANSITORIO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;20; ; ; ; ; ; ; ; ;20; ;20;1
12105057000992273;LOS RÍOS;57;00099;2273;6;MONTES Y BOSQUES NATURALES;6;40;MONTES Y BOSQUES NATURALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;40; ; ; ;40;40;1
12105057000992273;LOS RÍOS;57;00099;2273;7;OTROS USOS;7;2;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;1
12115057000992276;LOS RÍOS;57;00099;2276;1;BANANO DE EXPORTACION;1;118,75;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;118,75; ; ; ; ; ; ; ; ; ; ; ;118,75;1
12115057000992276;LOS RÍOS;57;00099;2276;2;OTROS USOS;2;20;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;20; ; ;20;1
12105057000992282;LOS RÍOS;57;00099;2282;1;BANANO DE EXPORTACION;1;103,6;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;103,6; ; ; ; ; ; ; ; ; ; ; ;103,6;1
12105057000992282;LOS RÍOS;57;00099;2282;2;OTROS USOS;2;,93;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,93; ; ;,93;1
12055359000990579;LOS RÍOS;59;00099;0579;1;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);1;,99;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;,99; ; ; ; ; ; ; ; ; ; ; ;,99;1
12055359000990579;LOS RÍOS;59;00099;0579;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12105059000990580;LOS RÍOS;59;00099;0580;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12065159000990589;LOS RÍOS;59;00099;0589;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12115059000990591;LOS RÍOS;59;00099;0591;1;PLATANO;1;4,5;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;4,5; ; ; ; ; ; ; ; ; ; ; ;4,5;1
12115059000990591;LOS RÍOS;59;00099;0591;2;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);2;7,98;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;7,98; ; ; ; ; ; ; ; ; ; ; ;7,98;1
12115059000990591;LOS RÍOS;59;00099;0591;3;BARBECHO O RASTROJO;3;4,5;BARBECHO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ;4,5; ; ; ; ; ; ; ;4,5; ;4,5;1
12115059000990591;LOS RÍOS;59;00099;0591;4;OTROS USOS;4;,02;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,02; ; ;,02;1
12125059000990597;LOS RÍOS;59;00099;0597;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;5,99;PERMANENTE O PERENNE;HERENCIA; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;5,99; ; ; ; ; ; ; ; ; ; ; ;5,99;1
12125059000990597;LOS RÍOS;59;00099;0597;2;OTROS USOS;2;,01;OTROS USOS;HERENCIA; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12125059000990598;LOS RÍOS;59;00099;0598;1;CACAO CCN51 O RAMILLA (ALMENDRA SECA);1;11,99;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;11,99; ; ; ; ; ; ; ; ; ; ; ;11,99;1
12125059000990598;LOS RÍOS;59;00099;0598;2;OTROS USOS;2;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12115060000990010;LOS RÍOS;60;00099;0010;1;BOSQUES ARTIFICIALES;1;744;BOSQUES ARTIFICIALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;744; ; ;744;744;1
12115060000990010;LOS RÍOS;60;00099;0010;2;BOSQUES ARTIFICIALES;2;623;BOSQUES ARTIFICIALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;623; ; ;623;623;1
12135060000990013;LOS RÍOS;60;00099;0013;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12055060000990028;LOS RÍOS;60;00099;0028;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12135060000990029;LOS RÍOS;60;00099;0029;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12105160000990032;LOS RÍOS;60;00099;0032;1;PALMA AFRICANA;1;129;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;129; ; ; ; ; ; ; ; ; ; ; ;129;1
12105160000990032;LOS RÍOS;60;00099;0032;2;PALMITO;2;100;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;100; ; ; ; ; ; ; ; ; ; ; ;100;1
12105160000990032;LOS RÍOS;60;00099;0032;3;CAUCHO;3;50;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;50; ; ; ; ; ; ; ; ; ; ; ;50;1
12105160000990032;LOS RÍOS;60;00099;0032;4;PALMA AFRICANA;4;100;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;100; ; ; ; ; ; ; ; ; ; ; ;100;1
12105160000990032;LOS RÍOS;60;00099;0032;5;MONTES Y BOSQUES NATURALES;5;5;MONTES Y BOSQUES NATURALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;5; ; ; ;5;5;1
12105160000990032;LOS RÍOS;60;00099;0032;6;BOSQUES ARTIFICIALES;6;12;BOSQUES ARTIFICIALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;12; ; ;12;12;1
12105160000990032;LOS RÍOS;60;00099;0032;7;OTROS USOS;7;4;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;4; ; ;4;1
12105160000990035;LOS RÍOS;60;00099;0035;1;CACAO CCN51 O RAMILLA (ALMENDRA FRESCA);1;2,5;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;2,5; ; ; ; ; ; ; ; ; ; ; ;2,5;1
12105160000990035;LOS RÍOS;60;00099;0035;2;OTROS USOS;2;,1;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,1; ; ;,1;1
12105160000990044;LOS RÍOS;60;00099;0044;1;PALMA AFRICANA;1;70;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;70; ; ; ; ; ; ; ; ; ; ; ;70;1
12105160000990044;LOS RÍOS;60;00099;0044;2;MONTES Y BOSQUES NATURALES;2;19;MONTES Y BOSQUES NATURALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ;19; ; ; ;19;19;1
12105160000990044;LOS RÍOS;60;00099;0044;3;BOSQUES ARTIFICIALES;3;9;BOSQUES ARTIFICIALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;9; ; ;9;9;1
12105160000990044;LOS RÍOS;60;00099;0044;4;OTROS USOS;4;2;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;2; ; ;2;1
12105160000990046;LOS RÍOS;60;00099;0046;1;PALMA AFRICANA;1;140;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;140; ; ; ; ; ; ; ; ; ; ; ;140;1
12105160000990046;LOS RÍOS;60;00099;0046;2;PALMA AFRICANA;2;136,52;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;136,52; ; ; ; ; ; ; ; ; ; ; ;136,52;1
12105160000990046;LOS RÍOS;60;00099;0046;3;CAUCHO;3;55;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;55; ; ; ; ; ; ; ; ; ; ; ;55;1
12105160000990046;LOS RÍOS;60;00099;0046;4;MAIZ DURO SECO (GRANO SECO);4;305;TRANSITORIO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;305; ; ; ; ; ; ; ; ;305; ;305;1
12105160000990046;LOS RÍOS;60;00099;0046;5;BOSQUES ARTIFICIALES;5;184;BOSQUES ARTIFICIALES;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ;184; ; ;184;184;1
12105160000990046;LOS RÍOS;60;00099;0046;6;OTROS USOS;6;10,48;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;10,48; ; ;10,48;1
12105160000990047;LOS RÍOS;60;00099;0047;1;PALMA AFRICANA;1;80;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;80; ; ; ; ; ; ; ; ; ; ; ;80;1
12105160000990047;LOS RÍOS;60;00099;0047;2;BANANO DE EXPORTACION;2;116;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;116; ; ; ; ; ; ; ; ; ; ; ;116;1
12105160000990047;LOS RÍOS;60;00099;0047;3;PAPAYA;3;29;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;29; ; ; ; ; ; ; ; ; ; ; ;29;1
12105160000990047;LOS RÍOS;60;00099;0047;4;SABOYA;4;40;PASTO CULTIVADO;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ;40; ; ; ; ; ; ; ;40;1
12105160000990047;LOS RÍOS;60;00099;0047;5;OTROS USOS;5;10;OTROS USOS;OTRO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;10; ; ;10;1
12135060000990060;LOS RÍOS;60;00099;0060;1;BANANO DE EXPORTACION;1;86,27;PERMANENTE O PERENNE;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;86,27; ; ; ; ; ; ; ; ; ; ; ;86,27;1
12135060000990060;LOS RÍOS;60;00099;0060;2;OTROS USOS;2;3;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;3; ; ;3;1
12125060000990061;LOS RÍOS;60;00099;0061;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12135060000990075;LOS RÍOS;60;00099;0075;1;OTROS USOS;1;,01;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;,01; ; ;,01;1
12115060000990089;LOS RÍOS;60;00099;0089;1;TABACO;1;24;TRANSITORIO;ARRENDATARIO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ;24; ; ; ; ; ; ; ; ;24; ;24;1
12115060000990089;LOS RÍOS;60;00099;0089;2;OTROS USOS;2;1;OTROS USOS;DUEÑO; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ; ; ; ; ;1; ; ;1;1
