Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cg_vive_predio_pr;cg_terredensm;cg_dista_pre_viv;cg_k100;cg_k101;cg_se_define;cg_k102;cg_segsoccam;cg_dispo_comp;cg_dispo_tlfint;cg_dispo_internet;cg_superficie;cg_unidadmedida;sup_ha;edad_rango;instrucción;grupo1;Productor
09065202066980005;GUAYAS;02;06698;0005;NO; ;30;HOMBRE;53;MONTUBIO;SECUNDARIA;NO;NO;SI;NO;1;HECTÁREAS;1; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09065202066980006;GUAYAS;02;06698;0006;SI;SI; ;HOMBRE;60;MONTUBIO;PRIMARIA;NO;NO;SI;NO;2,46;HECTÁREAS;2,46;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065202066980007;GUAYAS;02;06698;0007;NO; ;35;MUJER;65;MONTUBIO;PRIMARIA;NO;NO;SI;NO;2;HECTÁREAS;2;65 años y más;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065202066980010;GUAYAS;02;06698;0010;NO; ;4;HOMBRE;39;MESTIZO;SUPERIOR;SI;NO;SI;NO;11;HECTÁREAS;11; entre 35 y 44años;SUPERIOR;De 10 hectáreas a menos de 20 hectáreas;1
09065302057880003;GUAYAS;02;05788;0003;SI;SI; ;HOMBRE;70;MONTUBIO;PRIMARIA;NO;NO;NO;NO;1;HECTÁREAS;1;65 años y más;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09065302057880005;GUAYAS;02;05788;0005;SI;NO;,1;HOMBRE;59;MONTUBIO;SECUNDARIA;SI;NO;SI;SI;1;HECTÁREAS;1;entre 55 y 64 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09065302057880006;GUAYAS;02;05788;0006;SI;NO;,1;HOMBRE;59;MONTUBIO;PRIMARIA;SI;NO;SI;SI;1;HECTÁREAS;1;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09065302057880009;GUAYAS;02;05788;0009;NO; ;,5;HOMBRE;57;MONTUBIO;PRIMARIA;SI;NO;SI;NO;3,52;HECTÁREAS;3,52;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065302057880010;GUAYAS;02;05788;0010;SI;NO;3;HOMBRE;52;MONTUBIO;PRIMARIA;SI;NO;SI;NO;3,75;HECTÁREAS;3,75; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065302057880011;GUAYAS;02;05788;0011;NO; ;,2;MUJER;46;MESTIZO;SECUNDARIA;NO;NO;SI;NO;1;HECTÁREAS;1; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09065302057880017;GUAYAS;02;05788;0017;SI;SI; ;HOMBRE;67;MONTUBIO;PRIMARIA;NO;NO;SI;NO;2,5;HECTÁREAS;2,5;65 años y más;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065402053520003;GUAYAS;02;05352;0003;SI;NO;,1;HOMBRE;57;MONTUBIO;SECUNDARIA;SI;NO;SI;SI;3;HECTÁREAS;3;entre 55 y 64 años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065402053520004;GUAYAS;02;05352;0004;SI;SI; ;HOMBRE;57;MONTUBIO;PRIMARIA;SI;NO;NO;NO;4;CUADRAS;2,8224;entre 55 y 64 años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065402053520005;GUAYAS;02;05352;0005;SI;SI; ;HOMBRE;54;MONTUBIO;PRIMARIA;NO;NO;SI;SI;2;HECTÁREAS;2; entre 45 y 54años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065402058720001;GUAYAS;02;05872;0001;SI;SI; ;MUJER;68;MONTUBIO;SUPERIOR;NO;SI;SI;SI;10;HECTÁREAS;10;65 años y más;SUPERIOR;De 10 hectáreas a menos de 20 hectáreas;1
09065402058720002;GUAYAS;02;05872;0002;NO; ;15;HOMBRE;74;MESTIZO;SUPERIOR;NO;SI;SI;SI;10;HECTÁREAS;10;65 años y más;SUPERIOR;De 10 hectáreas a menos de 20 hectáreas;1
09065402058720003;GUAYAS;02;05872;0003;NO; ;15;HOMBRE;64;MONTUBIO;SUPERIOR;NO;NO;NO;NO;10;HECTÁREAS;10;entre 55 y 64 años;SUPERIOR;De 10 hectáreas a menos de 20 hectáreas;1
09065402058720004;GUAYAS;02;05872;0004;NO; ;15;MUJER;58;MESTIZO;SUPERIOR;NO;SI;SI;SI;10;HECTÁREAS;10;entre 55 y 64 años;SUPERIOR;De 10 hectáreas a menos de 20 hectáreas;1
09065602074350001;GUAYAS;02;07435;0001;NO; ;,2;HOMBRE;66;MESTIZO;PRIMARIA;NO;NO;SI;NO;4,2;HECTÁREAS;4,2;65 años y más;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065602074350002;GUAYAS;02;07435;0002;NO; ;10;HOMBRE;64;MONTUBIO;PRIMARIA;NO;NO;SI;NO;4,5;HECTÁREAS;4,5;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065602074350004;GUAYAS;02;07435;0004;SI;SI; ;HOMBRE;55;MONTUBIO;PRIMARIA;NO;NO;SI;NO;1,75;HECTÁREAS;1,75;entre 55 y 64 años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09065602074350006;GUAYAS;02;07435;0006;NO; ;12;HOMBRE;50;MONTUBIO;PRIMARIA;NO;NO;SI;NO;2,2;HECTÁREAS;2,2; entre 45 y 54años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09065602074350008;GUAYAS;02;07435;0008;SI;SI; ;HOMBRE;44;MONTUBIO;PRIMARIA;NO;NO;SI;NO;1,75;HECTÁREAS;1,75; entre 35 y 44años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09065602074350012;GUAYAS;02;07435;0012;NO; ;,5;HOMBRE;48;MONTUBIO;PRIMARIA;NO;NO;SI;NO;1,5;HECTÁREAS;1,5; entre 45 y 54años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09065602074350014;GUAYAS;02;07435;0014;SI;SI; ;HOMBRE;65;MONTUBIO;NINGUNA;NO;NO;SI;NO;1,85;HECTÁREAS;1,85;65 años y más;NINGUNA;De 1 hectárea a menos de 2 hectáreas;1
09065602074350016;GUAYAS;02;07435;0016;SI;SI; ;HOMBRE;72;MESTIZO;NINGUNA;NO;NO;SI;NO;2;HECTÁREAS;2;65 años y más;NINGUNA;De 2 hectáreas a menos de 3 hectáreas;1
09065602074350017;GUAYAS;02;07435;0017;NO; ;,5;HOMBRE;53;MONTUBIO;PRIMARIA;NO;NO;SI;NO;21,8;HECTÁREAS;21,8; entre 45 y 54años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
09065602074350018;GUAYAS;02;07435;0018;NO; ;2;HOMBRE;55;MONTUBIO;SECUNDARIA;NO;NO;SI;NO;21,17;HECTÁREAS;21,17;entre 55 y 64 años;SECUNDARIA;De 20 hectáreas a menos de 50 hectáreas;1
09065602074350022;GUAYAS;02;07435;0022;SI;NO;,1;HOMBRE;74;MONTUBIO;NINGUNA;NO;NO;NO;NO;2,5;CUADRAS;1,764;65 años y más;NINGUNA;De 1 hectárea a menos de 2 hectáreas;1
09065602076220001;GUAYAS;02;07622;0001;NO; ;6;HOMBRE;53;MONTUBIO;PRIMARIA;NO;NO;NO;NO;42;HECTÁREAS;42; entre 45 y 54años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
09065602076220002;GUAYAS;02;07622;0002;NO; ;,5;HOMBRE;55;MONTUBIO;PRIMARIA;NO;NO;NO;NO;13;HECTÁREAS;13;entre 55 y 64 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09065602078790002;GUAYAS;02;07879;0002;NO; ;,2;HOMBRE;60;MONTUBIO;PRIMARIA;NO;NO;SI;NO;4;HECTÁREAS;4;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065602078790005;GUAYAS;02;07879;0005;SI;NO;,01;HOMBRE;60;MESTIZO;SECUNDARIA;NO;NO;NO;NO;14;HECTÁREAS;14;entre 55 y 64 años;SECUNDARIA;De 10 hectáreas a menos de 20 hectáreas;1
09065602078850001;GUAYAS;02;07885;0001;NO; ;1;HOMBRE;47;MESTIZO;SECUNDARIA;NO;NO;NO;NO;6;CUADRAS;4,2336; entre 45 y 54años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09065602078850002;GUAYAS;02;07885;0002;NO; ;1;HOMBRE;64;MONTUBIO;SECUNDARIA;NO;NO;NO;NO;10;HECTÁREAS;10;entre 55 y 64 años;SECUNDARIA;De 10 hectáreas a menos de 20 hectáreas;1
09065602078850006;GUAYAS;02;07885;0006;NO; ;1;HOMBRE;71;MONTUBIO;PRIMARIA;SI;NO;NO;NO;6,2;HECTÁREAS;6,2;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065602078850007;GUAYAS;02;07885;0007;NO; ;1;MUJER;61;MONTUBIO;SECUNDARIA;SI;NO;NO;NO;6,2;HECTÁREAS;6,2;entre 55 y 64 años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09065602078850008;GUAYAS;02;07885;0008;SI;NO;,5;MUJER;52;MONTUBIO;SUPERIOR;SI;SI;SI;SI;6,2;HECTÁREAS;6,2; entre 45 y 54años;SUPERIOR;De 5 hectáreas a menos de 10 hectáreas;1
09075002119400005;GUAYAS;02;11940;0005;SI;NO;,02;HOMBRE;37;MESTIZO;SECUNDARIA;NO;SI;SI;SI;1,8;HECTÁREAS;1,8; entre 35 y 44años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09075004001760001;GUAYAS;04;00176;0001;SI;SI; ;HOMBRE;63;MESTIZO;SECUNDARIA;NO;NO;SI;NO;4;HECTÁREAS;4;entre 55 y 64 años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09075004001760004;GUAYAS;04;00176;0004;NO; ;20;HOMBRE;75;MESTIZO;PRIMARIA;NO;NO;NO;NO;20;HECTÁREAS;20;65 años y más;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
09075004001760005;GUAYAS;04;00176;0005;NO; ;20;HOMBRE;45;MESTIZO;PRIMARIA;NO;NO;NO;NO;20;HECTÁREAS;20; entre 45 y 54años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
09075004001760009;GUAYAS;04;00176;0009;NO; ;45;MUJER;43;MESTIZO;SECUNDARIA;NO;NO;SI;NO;171;HECTÁREAS;171; entre 35 y 44años;SECUNDARIA;De 100 hectáreas a menos de 200 hectáreas;1
09075004001760011;GUAYAS;04;00176;0011;SI;SI; ;HOMBRE;56;MESTIZO;SECUNDARIA;NO;NO;SI;SI;118,5;HECTÁREAS;118,5;entre 55 y 64 años;SECUNDARIA;De 100 hectáreas a menos de 200 hectáreas;1
09085002015780002;GUAYAS;02;01578;0002;SI;SI; ;HOMBRE;50;MONTUBIO;PRIMARIA;NO;NO;SI;SI;3,5;HECTÁREAS;3,5; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085002015780003;GUAYAS;02;01578;0003;NO; ;3;MUJER;48;MESTIZO;SECUNDARIA;NO;NO;NO;NO;3;HECTÁREAS;3; entre 45 y 54años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085002015780005;GUAYAS;02;01578;0005;NO; ;270;MUJER;60;MESTIZO;SECUNDARIA;NO;NO;NO;NO;3;HECTÁREAS;3;entre 55 y 64 años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085002015780006;GUAYAS;02;01578;0006;NO; ;8;HOMBRE;49;MESTIZO;SECUNDARIA;NO;NO;NO;NO;2;HECTÁREAS;2; entre 45 y 54años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09085002015780007;GUAYAS;02;01578;0007;NO; ;16;HOMBRE;45;MESTIZO;SECUNDARIA;NO;NO;SI;SI;2,5;HECTÁREAS;2,5; entre 45 y 54años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09085102004070001;GUAYAS;02;00407;0001;NO; ;,5;HOMBRE;73;MESTIZO;PRIMARIA;SI;NO;NO;NO;12,01;HECTÁREAS;12,01;65 años y más;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09085102004070002;GUAYAS;02;00407;0002;NO; ;,5;HOMBRE;50;MESTIZO;PRIMARIA;NO;NO;NO;NO;6;HECTÁREAS;6; entre 45 y 54años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09085102004130001;GUAYAS;02;00413;0001;NO; ;1;HOMBRE;91;MESTIZO;NINGUNA;SI;NO;NO;NO;1,25;HECTÁREAS;1,25;65 años y más;NINGUNA;De 1 hectárea a menos de 2 hectáreas;1
09085102004370005;GUAYAS;02;00437;0005;NO; ;3;HOMBRE;54;MESTIZO;SECUNDARIA;NO;NO;SI;SI;20;HECTÁREAS;20; entre 45 y 54años;SECUNDARIA;De 20 hectáreas a menos de 50 hectáreas;1
09085102004370006;GUAYAS;02;00437;0006;NO; ;3;HOMBRE;48;MESTIZO;SECUNDARIA;NO;NO;SI;SI;3;HECTÁREAS;3; entre 45 y 54años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085102004370007;GUAYAS;02;00437;0007;NO; ;6;HOMBRE;52;MESTIZO;SECUNDARIA;NO;NO;SI;SI;4,5;HECTÁREAS;4,5; entre 45 y 54años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085102007010002;GUAYAS;02;00701;0002;NO; ;99;MUJER;52;MESTIZO;PRIMARIA;NO;NO;NO;NO;3,5;HECTÁREAS;3,5; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085102009780002;GUAYAS;02;00978;0002;NO; ;8;HOMBRE;58;MESTIZO;PRIMARIA;NO;NO;SI;SI;10;HECTÁREAS;10;entre 55 y 64 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09085102010570002;GUAYAS;02;01057;0002;SI;SI; ;HOMBRE;64;MESTIZO;PRIMARIA;NO;NO;SI;SI;3;HECTÁREAS;3;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085102010570003;GUAYAS;02;01057;0003;SI;SI; ;HOMBRE;64;MESTIZO;SUPERIOR;NO;NO;NO;NO;1;HECTÁREAS;1;entre 55 y 64 años;SUPERIOR;De 1 hectárea a menos de 2 hectáreas;1
09085102010570005;GUAYAS;02;01057;0005;SI;SI; ;MUJER;57;MESTIZO;SUPERIOR;SI;NO;SI;SI;1,75;HECTÁREAS;1,75;entre 55 y 64 años;SUPERIOR;De 1 hectárea a menos de 2 hectáreas;1
09085102010570006;GUAYAS;02;01057;0006;SI;SI; ;HOMBRE;50;MESTIZO;SUPERIOR;NO;NO;NO;NO;,5;HECTÁREAS;,5; entre 45 y 54años;SUPERIOR;Menor a 1 hectárea;1
09085102010570007;GUAYAS;02;01057;0007;SI;SI; ;MUJER;41;MESTIZO;PRIMARIA;NO;NO;SI;NO;,5;HECTÁREAS;,5; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;1
09085102010570009;GUAYAS;02;01057;0009;SI;SI; ;HOMBRE;84;MESTIZO;PRIMARIA;SI;NO;SI;SI;2;HECTÁREAS;2;65 años y más;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09085102010570012;GUAYAS;02;01057;0012;NO; ;18;HOMBRE;54;MESTIZO;SECUNDARIA;SI;NO;SI;SI;19;HECTÁREAS;19; entre 45 y 54años;SECUNDARIA;De 10 hectáreas a menos de 20 hectáreas;1
09085202008050002;GUAYAS;02;00805;0002;NO; ;,5;HOMBRE;31;MESTIZO;SUPERIOR;SI;NO;SI;NO;1,42;HECTÁREAS;1,42;entre 25 y 34 años;SUPERIOR;De 1 hectárea a menos de 2 hectáreas;1
09085202008050006;GUAYAS;02;00805;0006;NO; ;18;HOMBRE;43;MESTIZO;PRIMARIA;SI;NO;SI;SI;3;HECTÁREAS;3; entre 35 y 44años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085202008050007;GUAYAS;02;00805;0007;NO; ;,02;MUJER;58;MESTIZO;PRIMARIA;SI;NO;SI;SI;4,5;HECTÁREAS;4,5;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085202008050008;GUAYAS;02;00805;0008;NO; ;,08;HOMBRE;56;MESTIZO;SECUNDARIA;SI;NO;SI;SI;3;HECTÁREAS;3;entre 55 y 64 años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085202009500001;GUAYAS;02;00950;0001;SI;NO;,06;MUJER;69;MONTUBIO;SUPERIOR;NO;NO;SI;SI;30;HECTÁREAS;30;65 años y más;SUPERIOR;De 20 hectáreas a menos de 50 hectáreas;1
09085202009500002;GUAYAS;02;00950;0002;NO; ;1;HOMBRE;65;MESTIZO;PRIMARIA;NO;NO;SI;SI;6;HECTÁREAS;6;65 años y más;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09085202009500003;GUAYAS;02;00950;0003;NO; ;1;HOMBRE;63;MESTIZO;PRIMARIA;SI;NO;SI;SI;6;HECTÁREAS;6;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09085202009500004;GUAYAS;02;00950;0004;NO; ;1;HOMBRE;60;MESTIZO;PRIMARIA;SI;NO;SI;NO;6;HECTÁREAS;6;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09085202011630004;GUAYAS;02;01163;0004;SI;SI; ;HOMBRE;54;MESTIZO;SECUNDARIA;SI;NO;SI;SI;2;HECTÁREAS;2; entre 45 y 54años;SECUNDARIA;De 2 hectáreas a menos de 3 hectáreas;1
09085202011630005;GUAYAS;02;01163;0005;SI;SI; ;HOMBRE;58;MESTIZO;PRIMARIA;SI;NO;NO;NO;4;HECTÁREAS;4;entre 55 y 64 años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085202011630006;GUAYAS;02;01163;0006;SI;SI; ;HOMBRE;52;MESTIZO;PRIMARIA;SI;NO;NO;NO;2;HECTÁREAS;2; entre 45 y 54años;PRIMARIA;De 2 hectáreas a menos de 3 hectáreas;1
09085202011630008;GUAYAS;02;01163;0008;NO; ;,04;HOMBRE;62;MESTIZO;SECUNDARIA;NO;NO;NO;NO;1,5;HECTÁREAS;1,5;entre 55 y 64 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09085202013060001;GUAYAS;02;01306;0001;SI;SI; ;HOMBRE;38;MESTIZO;SECUNDARIA;SI;NO;SI;SI;5;HECTÁREAS;5; entre 35 y 44años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09085202013060002;GUAYAS;02;01306;0002;SI;SI; ;HOMBRE;66;MESTIZO;PRIMARIA;SI;NO;SI;SI;1,3;HECTÁREAS;1,3;65 años y más;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09085202013060004;GUAYAS;02;01306;0004;SI;SI; ;HOMBRE;43;MESTIZO;PRIMARIA;SI;NO;SI;SI;1,5;HECTÁREAS;1,5; entre 35 y 44años;PRIMARIA;De 1 hectárea a menos de 2 hectáreas;1
09085202013060006;GUAYAS;02;01306;0006;SI;SI; ;HOMBRE;49;MESTIZO;SECUNDARIA;SI;NO;SI;SI;3;HECTÁREAS;3; entre 45 y 54años;SECUNDARIA;De 3 hectáreas a menos de 5 hectáreas;1
09085202013060008;GUAYAS;02;01306;0008;NO; ;,01;HOMBRE;64;MESTIZO;SUPERIOR;NO;NO;SI;SI;25;HECTÁREAS;25;entre 55 y 64 años;SUPERIOR;De 20 hectáreas a menos de 50 hectáreas;1
09085202013060011;GUAYAS;02;01306;0011;SI;SI; ;HOMBRE;51;MESTIZO;SECUNDARIA;NO;NO;SI;SI;6;HECTÁREAS;6; entre 45 y 54años;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09095002106770001;GUAYAS;02;10677;0001;SI;SI; ;MUJER;74;MESTIZO;SUPERIOR;NO;NO;SI;SI;1,4;HECTÁREAS;1,4;65 años y más;SUPERIOR;De 1 hectárea a menos de 2 hectáreas;1
09095002116130003;GUAYAS;02;11613;0003;NO; ;16;HOMBRE;53;MESTIZO;SUPERIOR;NO;NO;NO;NO;80;HECTÁREAS;80; entre 45 y 54años;SUPERIOR;De 50 hectáreas a menos de 100 hectáreas;1
09095002120570002;GUAYAS;02;12057;0002;SI;SI; ;HOMBRE;67;MESTIZO;SECUNDARIA;SI;NO;SI;SI;1,42;HECTÁREAS;1,42;65 años y más;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09095002120570004;GUAYAS;02;12057;0004;SI;SI; ;HOMBRE;42;MONTUBIO;SECUNDARIA;NO;NO;SI;SI;,4;HECTÁREAS;,4; entre 35 y 44años;SECUNDARIA;Menor a 1 hectárea;1
09095002120570015;GUAYAS;02;12057;0015;SI;SI; ;HOMBRE;51;MESTIZO;PRIMARIA;NO;NO;SI;NO;3,5;HECTÁREAS;3,5; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09095002122300003;GUAYAS;02;12230;0003;NO; ;2;HOMBRE;44;INDÍGENA;EDUCACIÓN BÁSICA;NO;NO;SI;NO;4,5;HECTÁREAS;4,5; entre 35 y 44años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09095002128590002;GUAYAS;02;12859;0002;SI;SI; ;HOMBRE;21;MONTUBIO;SECUNDARIA;NO;NO;SI;SI;,8;HECTÁREAS;,8; entre 15 y 24 años;SECUNDARIA;Menor a 1 hectárea;1
09105402088730004;GUAYAS;02;08873;0004;SI;SI; ;HOMBRE;80;MESTIZO;SECUNDARIA;NO;NO;NO;NO;7;HECTÁREAS;7;65 años y más;SECUNDARIA;De 5 hectáreas a menos de 10 hectáreas;1
09115001001130002;GUAYAS;01;00113;0002;NO; ;137;HOMBRE;62;MESTIZO;PRIMARIA;NO;NO;SI;NO;13;HECTÁREAS;13;entre 55 y 64 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09115002142600003;GUAYAS;02;14260;0003;NO; ;3;HOMBRE;50;MESTIZO;PRIMARIA;NO;NO;NO;NO;8;HECTÁREAS;8; entre 45 y 54años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09115002142600004;GUAYAS;02;14260;0004;NO; ;3;HOMBRE;99;MESTIZO;NINGUNA;NO;NO;NO;NO;10;HECTÁREAS;10; No informa;NINGUNA;De 10 hectáreas a menos de 20 hectáreas;1
09115002142600005;GUAYAS;02;14260;0005;NO; ;3;HOMBRE;62;MESTIZO;PRIMARIA;NO;NO;NO;NO;13;HECTÁREAS;13;entre 55 y 64 años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09115002142600006;GUAYAS;02;14260;0006;NO; ;3;HOMBRE;45;MESTIZO;PRIMARIA;NO;NO;NO;NO;8;HECTÁREAS;8; entre 45 y 54años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09115002143700003;GUAYAS;02;14370;0003;NO; ;10;HOMBRE;65;MESTIZO;PRIMARIA;NO;NO;NO;NO;10;HECTÁREAS;10;65 años y más;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09115002143700007;GUAYAS;02;14370;0007;NO; ;3;HOMBRE;58;MONTUBIO;PRIMARIA;NO;NO;NO;NO;6;HECTÁREAS;6;entre 55 y 64 años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09115002143870005;GUAYAS;02;14387;0005;NO; ;40;HOMBRE;60;MESTIZO;SUPERIOR;NO;NO;NO;NO;30;HECTÁREAS;30;entre 55 y 64 años;SUPERIOR;De 20 hectáreas a menos de 50 hectáreas;1
09115002146770003;GUAYAS;02;14677;0003;NO; ;5;HOMBRE;49;MESTIZO;SECUNDARIA;NO;NO;SI;SI;1;HECTÁREAS;1; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09115002146770009;GUAYAS;02;14677;0009;NO; ;4;HOMBRE;43;MESTIZO;PRIMARIA;NO;NO;NO;NO;,5;HECTÁREAS;,5; entre 35 y 44años;PRIMARIA;Menor a 1 hectárea;1
09115004002800008;GUAYAS;04;00280;0008;NO; ;137;HOMBRE;60;MESTIZO;PRIMARIA;NO;NO;NO;NO;35;HECTÁREAS;35;entre 55 y 64 años;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
09115102140760006;GUAYAS;02;14076;0006;SI;SI; ;HOMBRE;51;MESTIZO;PRIMARIA;NO;NO;NO;NO;,15;HECTÁREAS;,15; entre 45 y 54años;PRIMARIA;Menor a 1 hectárea;1
09115102140760007;GUAYAS;02;14076;0007;SI;SI; ;HOMBRE;62;MESTIZO;PRIMARIA;NO;NO;NO;NO;,15;HECTÁREAS;,15;entre 55 y 64 años;PRIMARIA;Menor a 1 hectárea;1
09115102140760008;GUAYAS;02;14076;0008;SI;SI; ;MUJER;30;MESTIZO;SECUNDARIA;NO;NO;NO;SI;,15;HECTÁREAS;,15;entre 25 y 34 años;SECUNDARIA;Menor a 1 hectárea;1
09115102140990006;GUAYAS;02;14099;0006;SI;SI; ;HOMBRE;32;MESTIZO;SECUNDARIA;NO;NO;SI;SI;1,25;HECTÁREAS;1,25;entre 25 y 34 años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
09115202137650002;GUAYAS;02;13765;0002;NO; ;3,5;HOMBRE;70;MESTIZO;PRIMARIA;NO;NO;NO;NO;,5;HECTÁREAS;,5;65 años y más;PRIMARIA;Menor a 1 hectárea;1
09115402117500002;GUAYAS;02;11750;0002;NO; ;1;HOMBRE;49;MONTUBIO;PRIMARIA;NO;NO;SI;SI;4;HECTÁREAS;4; entre 45 y 54años;PRIMARIA;De 3 hectáreas a menos de 5 hectáreas;1
09115402117500003;GUAYAS;02;11750;0003;NO; ;3;HOMBRE;38;MESTIZO;PRIMARIA;NO;NO;NO;NO;8;HECTÁREAS;8; entre 35 y 44años;PRIMARIA;De 5 hectáreas a menos de 10 hectáreas;1
09115402117500005;GUAYAS;02;11750;0005;NO; ;4;HOMBRE;54;MONTUBIO;PRIMARIA;NO;NO;NO;NO;14;HECTÁREAS;14; entre 45 y 54años;PRIMARIA;De 10 hectáreas a menos de 20 hectáreas;1
09115402128550002;GUAYAS;02;12855;0002;SI;SI; ;HOMBRE;88;MONTUBIO;NINGUNA;NO;NO;SI;SI;7;HECTÁREAS;7;65 años y más;NINGUNA;De 5 hectáreas a menos de 10 hectáreas;1
09115402134520004;GUAYAS;02;13452;0004;NO; ;,3;MUJER;37;MESTIZO;SUPERIOR;NO;NO;SI;NO;3;HECTÁREAS;3; entre 35 y 44años;SUPERIOR;De 3 hectáreas a menos de 5 hectáreas;1
09115402134520005;GUAYAS;02;13452;0005;NO; ;,5;HOMBRE;47;MONTUBIO;SECUNDARIA;SI;NO;NO;NO;,5;HECTÁREAS;,5; entre 45 y 54años;SECUNDARIA;Menor a 1 hectárea;1
09115402134750003;GUAYAS;02;13475;0003;NO; ;99;HOMBRE;65;MESTIZO;PRIMARIA;NO;NO;NO;NO;20;HECTÁREAS;20;65 años y más;PRIMARIA;De 20 hectáreas a menos de 50 hectáreas;1
09125002085960002;GUAYAS;02;08596;0002;SI;SI; ;HOMBRE;52;MESTIZO;SECUNDARIA;NO;NO;SI;SI;1,25;HECTÁREAS;1,25; entre 45 y 54años;SECUNDARIA;De 1 hectárea a menos de 2 hectáreas;1
