Identificador;ual_prov;ual_estr;ual_segm;al_ncues;cp_numl;rc_clacul;cp_numt;cp_k404;cp_k409ha;cp_sdrenaje;cp_psdrenaje;cp_riego;cp_superf_regada_ha;cp_porc_surc;cp_porc_aspe;cp_porc_micr;cp_porc_gote;cp_porc_nebu;cp_porc_otro;cp_aferti;cp_forg;cp_cant1_fo;cp_umed1_fo;cp_cant2_fo;cp_umed2_fo;cp_cant3_fo;cp_umed3_fo;cp_fqui;cp_cantidad_npk_fq;cp_umed_npk_fq;cp_cantidad_nit_fq;cp_umed_nit_fq;cp_cantidad_fq;cp_umed_fq;cp_cantidad_pot_fq;cp_umed_pot_fq;cp_apliplagui;cp_porg;cp_cantidad_po;cp_umed_po;cp_pqui;cp_cantidad_her_pq;cp_umed_her_pq;cp_color_her_pq;cp_cantidad_ins_pq;cp_umed_ins_pq;cp_color_ins_pq;cp_cantidad_fun_pq;cp_umed_fun_pq;cp_color_fun_pq;cp_cantidad_pq;cp_umed_pq;cp_color_pq;cp_trabocacont;cp_trabfami;pc_nclavr;pc_trs;pc_trc;pc_tro;pc_znd;pc_tn;Brachiaria;Gramalote;Pasto_miel;Saboya;Otros_pastos;Pasto_mixto;Total;fact_exp_fin
13025103016620008;MANABÍ;03;01662;0008;2;SABOYA;2;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;15;LITRO;AZUL; ; ; ; ; ; ; ; ; ;2;1;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;15; ; ;15;66,2748526730805
13025103016620009;MANABÍ;03;01662;0009;2;SABOYA;2;1;11;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;11; ; ;11;38,5395497582936
13025103016620010;MANABÍ;03;01662;0010;1;SABOYA;1;1;50;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;55;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;50; ; ;50;20,5967446125428
13025202197350001;MANABÍ;02;19735;0001;2;SABOYA;2;1;2;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;2; ; ;2;11,0689941944258
13025202197350003;MANABÍ;02;19735;0003;1;SABOYA;1;1;21;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;21; ; ;21;23,7150033775907
13025202197350004;MANABÍ;02;19735;0004;2;SABOYA;2;1;7,14;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;6;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ;2; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;7,14; ; ;7,14;57,7133679605084
13025202197350007;MANABÍ;02;19735;0007;1;SABOYA;1;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;3; ; ;3;57,1881428226859
13025203017610001;MANABÍ;03;01761;0001;2;SABOYA;2;1;4,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;6;LITRO;NO SABE; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;4,5; ; ;4,5;55,9952838450989
13025203017610003;MANABÍ;03;01761;0003;2;SABOYA;3;1;27,97;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;27,97; ; ;27,97;15,3896284583188
13025203017610003;MANABÍ;03;01761;0003;3;SABOYA;5;1;12;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;12; ; ;12;44,1470167674059
13025203017610004;MANABÍ;03;01761;0004;1;SABOYA;1;1;7,38;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;7;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;7,38; ; ;7,38;62,6270508592621
13025203017610005;MANABÍ;03;01761;0005;1;SABOYA;1;1;9,58;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;9;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;9,58; ; ;9,58;42,4593610577198
13025203017610006;MANABÍ;03;01761;0006;1;SABOYA;1;1;39,75;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;39,75; ; ;39,75;24,6400371111083
13025203017610008;MANABÍ;03;01761;0008;3;SABOYA;3;1;9;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;8;LITRO;AMARILLO; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;9; ; ;9;33,9801113380849
13025261000992985;MANABÍ;61;00099;2985;1;SABOYA;1;1;128;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;128; ; ;128;1
13035002132010001;MANABÍ;02;13201;0001;1;SABOYA;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;10;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;10; ; ;10;8,61408855130562
13035002132010002;MANABÍ;02;13201;0002;1;SABOYA;1;1;14;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;14; ; ;14;3,25650748577166
13035002132010005;MANABÍ;02;13201;0005;1;SABOYA;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;2;LITRO;VERDE;1;LITRO;NO SABE; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;10; ; ;10;48,661065266848
13035002132010006;MANABÍ;02;13201;0006;1;SABOYA;1;1;1,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,1;LITRO;ROJO;,1;LITRO;VERDE; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1,5; ; ;1,5;56,8648958675132
13035002132010007;MANABÍ;02;13201;0007;1;SABOYA;1;1;1,98;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1,98; ; ;1,98;58,2522143687714
13035002132010009;MANABÍ;02;13201;0009;1;SABOYA;1;1;1,7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,25;LITRO;NO SABE;,1;LITRO;NO SABE; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1,7; ; ;1,7;51,0579114850625
13035002132010011;MANABÍ;02;13201;0011;2;SABOYA;2;1;93;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;372;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;93; ; ;93;3,22089951046856
13035002132500001;MANABÍ;02;13250;0001;3;SABOYA;3;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;7;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;7; ; ;7;22,2243351782471
13035002132500003;MANABÍ;02;13250;0003;1;BRACHIARIA;1;1;22;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;25;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;752; ;REGIÓN COSTA; ; ;TOTAL NACIONAL;22; ; ; ; ; ;22;10,3051572113121
13035002132500004;MANABÍ;02;13250;0004;1;SABOYA;1;1;18;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;20;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;18; ; ;18;42,9416605791819
13035002132500004;MANABÍ;02;13250;0004;3;SABOYA;5;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;10;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;8; ; ;8;52,6184050454492
13035002134930001;MANABÍ;02;13493;0001;2;SABOYA;2;1;31,6;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;31,6; ; ;31,6;11,2479935270674
13035002134930002;MANABÍ;02;13493;0002;1;SABOYA;1;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;8; ; ;8;43,4133391413389
13035002134930002;MANABÍ;02;13493;0002;2;SABOYA;2;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;7; ; ;7;41,5318568333991
13035002134930002;MANABÍ;02;13493;0002;3;SABOYA;3;1;5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;5; ; ;5;48,5760468895971
13035002134930003;MANABÍ;02;13493;0003;1;SABOYA;1;1;17;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;17; ; ;17;3,2456234366882
13035002136320001;MANABÍ;02;13632;0001;1;SABOYA;1;1;22;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;200;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;22; ; ;22;45,3725206206553
13035002136320002;MANABÍ;02;13632;0002;1;SABOYA;1;1;29,98;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;20;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;29,98; ; ;29,98;39,7311766373894
13035002136950001;MANABÍ;02;13695;0001;1;SABOYA;2;1;15;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;40;LITRO;NO SABE; ; ; ; ; ; ; ; ; ;2; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;15; ; ;15;53,6877768218084
13035002136950001;MANABÍ;02;13695;0001;2;SABOYA;3;1;253,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;360;LITRO;NO SABE; ; ; ; ; ; ; ; ; ;4; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;253,5; ; ;253,5;,295656856786035
13035002136950002;MANABÍ;02;13695;0002;2;SABOYA;2;1;13,75;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;20;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ;2; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;13,75; ; ;13,75;44,5559094459811
13035002136950003;MANABÍ;02;13695;0003;1;SABOYA;1;1;25,75;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;30;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ;4;1;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;25,75; ; ;25,75;18,9031758448303
13035002136950004;MANABÍ;02;13695;0004;2;SABOYA;2;1;131;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;200;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ;4; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;131; ; ;131;,156367292128949
13035002138870001;MANABÍ;02;13887;0001;1;SABOYA;1;1;14,112;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2;2;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;14,112; ; ;14,112;26,1102833470325
13035002138870002;MANABÍ;02;13887;0002;1;SABOYA;1;1;2,8224;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;0; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;2,8224; ; ;2,8224;3,09463926104981
13035002138870003;MANABÍ;02;13887;0003;3;SABOYA;2;1;3;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;1;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;3; ; ;3;52,2353795437719
13035002138870004;MANABÍ;02;13887;0004;3;SABOYA;3;1;1,4112;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ;2;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;1,4112; ; ;1,4112;40,0161566501072
13035002138870007;MANABÍ;02;13887;0007;1;SABOYA;1;1;10;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ;2;2;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;10; ; ;10;20,5890598283115
13035002139160001;MANABÍ;02;13916;0001;4;SABOYA;3;1;,5;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;,5;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;,5; ; ;,5;53,7741236112039
13035002139160002;MANABÍ;02;13916;0002;1;SABOYA;1;1;12;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;10;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;12; ; ;12;56,2416491696972
13035002139160003;MANABÍ;02;13916;0003;2;SABOYA;2;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;10;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;7; ; ;7;23,4796846548426
13035002139160003;MANABÍ;02;13916;0003;3;SABOYA;3;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;10;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;8; ; ;8;71,2477248575199
13035002141300001;MANABÍ;02;14130;0001;1;SABOYA;1;1;375,95;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;344;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ;3;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;375,95; ; ;375,95;0
13035002141860001;MANABÍ;02;14186;0001;2;SABOYA;2;1;17;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;17;LITRO;NO SABE; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;17; ; ;17;12,8816907075491
13035002141860002;MANABÍ;02;14186;0002;2;SABOYA;2;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;7; ; ;7;48,9738114403068
13035002141860003;MANABÍ;02;14186;0003;2;SABOYA;2;1;8;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;8; ; ;8;51,176247611027
13035002141860004;MANABÍ;02;14186;0004;1;SABOYA;1;1;25;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;50;LITRO;VERDE; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;25; ; ;25;2,52159193277636
13035002144720002;MANABÍ;02;14472;0002;1;SABOYA;1;1;49,9;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;40;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;49,9; ; ;49,9;41,1030417421932
13035002144720004;MANABÍ;02;14472;0004;1;SABOYA;1;1;9;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;38;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;9; ; ;9;2,34981348235168
13035002144770004;MANABÍ;02;14477;0004;3;SABOYA;3;1;7;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;7;LITRO;AZUL; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;7; ; ;7;78,3393107613037
13035002144770012;MANABÍ;02;14477;0012;3;SABOYA;4;1;14,98;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;14,98; ; ;14,98;9,39776215074864
13035002144770013;MANABÍ;02;14477;0013;2;SABOYA;2;1;2;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;2; ; ;2;64,2429920171751
13035002145940001;MANABÍ;02;14594;0001;1;SABOYA;1;1;25;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;25; ; ;25;22,8234490554371
13035002145940002;MANABÍ;02;14594;0002;1;SABOYA;1;1;18,97;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;18,97; ; ;18,97;45,818499566376
13035002146030001;MANABÍ;02;14603;0001;1;SABOYA;1;1;88;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;200;QUINTAL; ; ; ; ;SI;NO; ; ;SI;30;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;88; ; ;88;,794631991919065
13035002146030002;MANABÍ;02;14603;0002;2;SABOYA;2;1;27;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI; ; ; ;20;LITRO;AMARILLO; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;27; ; ;27;30,7310929483184
13035002146030003;MANABÍ;02;14603;0003;2;SABOYA;2;1;40;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;40; ; ;40;31,021910657018
13035002147640001;MANABÍ;02;14764;0001;1;SABOYA;1;1;39,98;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;20;QUINTAL; ; ; ; ;SI;NO; ; ;SI;15;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;39,98; ; ;39,98;15,4714493963168
13035002147640002;MANABÍ;02;14764;0002;1;SABOYA;1;1;39,99;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;2000;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;40;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;39,99; ; ;39,99;9,70448421874311
13035002147640003;MANABÍ;02;14764;0003;1;SABOYA;1;1;39,98;2; ;NO; ; ; ; ; ; ; ;SI;NO; ; ; ; ; ; ;SI; ; ;2000;KILOGRAMO; ; ; ; ;SI;NO; ; ;SI;15;LITRO;AMARILLO; ; ; ; ; ; ; ; ; ; ; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;39,98; ; ;39,98;11,6458682992119
13035002147640004;MANABÍ;02;14764;0004;1;SABOYA;1;1;119,95;2; ;NO; ; ; ; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;NO; ; ;SI;60;LITRO;NO SABE; ; ; ; ; ; ; ; ; ;3; ;767; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ;119,95; ; ;119,95;3,70942063989003
13035002148220008;MANABÍ;02;14822;0008;2;PASTO MIXTO;2;1;23,2;2; ;SI;23,2; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;SI;SI;100;LITRO;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ;23,2;23,2;21,7361437151266
13035002148220008;MANABÍ;02;14822;0008;3;PASTO MIXTO;4;1;30;2; ;SI;30; ;100; ; ; ; ;NO;NO; ; ; ; ; ; ;NO; ; ; ; ; ; ; ; ;NO;NO; ; ;NO; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764; ;REGIÓN COSTA; ; ;TOTAL NACIONAL; ; ; ; ; ;30;30;11,6988829529645
